id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,844,4368,665578,215,8.96,2.73,201,8.38,3.91,744,31.0,12.54,0.5,0.55,0.46,0.43,8.4,213.56
1,1036,30018,7029939,248,10.33,3.05,215,8.96,3.8,901,37.54,13.55,0.49,0.51,0.49,0.43,8.64,208.06
2,860,4523,1007375,189,7.88,2.03,174,7.25,2.67,775,32.29,13.37,0.42,0.46,0.48,0.47,11.23,214.01
3,709,4014,774281,176,7.33,2.5,159,6.62,2.55,643,26.79,9.81,0.42,0.44,0.45,0.43,10.09,210.6
4,679,3655,804308,178,7.42,2.95,132,5.5,2.81,630,26.25,10.09,0.38,0.4,0.46,0.43,9.76,209.43
5,652,12294,6723946,178,7.42,4.55,121,5.04,2.22,597,24.88,13.39,0.46,0.48,0.49,0.42,10.16,207.24
6,682,15403,9956893,205,8.54,5.03,128,5.33,1.79,633,26.38,17.74,0.45,0.46,0.44,0.41,12.01,205.75
7,726,28460,25726918,210,8.75,6.1,135,5.62,2.2,636,26.5,21.25,0.49,0.5,0.44,0.39,9.56,194.23
8,1120,126996,115255620,257,10.71,9.85,128,5.33,2.87,886,36.92,34.99,0.41,0.42,0.48,0.42,11.18,195.88
9,1029,100004,64798009,232,9.67,6.66,161,6.71,2.63,871,36.29,30.77,0.53,0.55,0.43,0.39,11.59,198.58
10,987,19990,10713324,235,9.79,7.26,164,6.83,3.8,805,33.54,31.4,0.51,0.51,0.45,0.41,10.6,187.35
11,1206,115470,62622811,257,10.71,7.83,167,6.96,2.79,951,39.62,36.16,0.49,0.49,0.47,0.42,14.15,190.09
12,1098,138893,88768924,240,10.0,6.52,145,6.04,2.82,910,37.92,33.92,0.43,0.45,0.47,0.4,13.97,199.92
13,1182,100323,77354388,253,10.54,7.31,172,7.17,2.96,948,39.5,34.09,0.54,0.55,0.45,0.39,14.54,194.31
14,1191,51532,36090270,232,9.67,7.45,151,6.29,2.85,857,35.71,29.93,0.5,0.52,0.47,0.45,11.17,193.54
15,1012,58264,30545067,241,10.04,9.03,192,8.0,6.46,805,33.54,28.57,0.43,0.43,0.46,0.4,8.67,190.88
16,866,22892,13383465,179,7.46,4.71,132,5.5,2.69,707,29.46,26.63,0.45,0.47,0.47,0.4,10.14,202.13
17,859,138321,49027079,219,9.12,6.33,150,6.25,3.3,704,29.33,23.63,0.42,0.43,0.5,0.44,9.64,193.42
18,1017,99052,92961468,206,8.58,6.63,155,6.46,3.86,811,33.79,31.22,0.47,0.48,0.47,0.41,11.26,195.68
19,1125,46486,18793235,232,9.67,6.4,175,7.29,3.75,895,37.29,29.96,0.45,0.46,0.46,0.4,10.39,200.92
20,1109,229600,207585877,217,9.04,6.28,156,6.5,2.96,911,37.96,30.92,0.43,0.45,0.47,0.41,9.0,197.61
21,1021,189576,192299086,241,10.04,8.02,151,6.29,3.07,862,35.92,31.77,0.46,0.48,0.44,0.38,9.77,201.2
22,968,50958,43915896,227,9.46,4.31,187,7.79,3.28,821,34.21,23.83,0.47,0.48,0.43,0.38,7.64,197.52
23,901,5591,1612443,236,9.83,4.82,190,7.92,3.39,803,33.46,19.16,0.5,0.53,0.48,0.45,9.5,202.67
24,893,19333,7648528,237,9.88,5.38,167,6.96,3.44,799,33.29,23.92,0.4,0.43,0.47,0.44,9.68,206.27
25,784,25996,5126530,219,9.12,3.58,174,7.25,3.1,703,29.29,15.2,0.48,0.51,0.49,0.42,11.23,205.86
26,720,48052,53018004,194,8.08,5.19,137,5.71,2.69,644,26.83,18.43,0.45,0.48,0.44,0.4,6.82,208.64
27,785,12215,4733166,197,8.21,5.98,127,5.29,2.96,637,26.54,21.25,0.45,0.47,0.52,0.47,12.04,198.83
28,1195,92426,79339649,256,10.67,9.08,142,5.92,2.7,975,40.62,40.02,0.44,0.45,0.47,0.4,10.51,194.94
29,1235,675515,541171080,241,10.04,8.96,146,6.08,2.95,902,37.58,40.74,0.43,0.42,0.44,0.37,10.27,188.88
30,1127,519631,419559320,237,9.88,8.43,130,5.42,3.17,928,38.67,38.6,0.34,0.35,0.45,0.39,10.86,198.03
31,1325,136436,141379309,261,10.88,9.83,154,6.42,3.26,998,41.58,45.86,0.46,0.46,0.46,0.42,11.71,198.12
32,1263,105387,87207808,271,11.29,11.25,135,5.62,3.19,969,40.38,48.68,0.48,0.49,0.39,0.32,10.72,196.37
33,1126,77098,58477721,234,9.75,8.58,136,5.67,2.88,851,35.46,40.22,0.52,0.52,0.48,0.43,10.44,193.68
34,1032,80505,75107905,235,10.22,9.36,118,5.13,2.85,824,35.83,35.96,0.43,0.43,0.46,0.39,11.41,192.71
35,1109,115017,93637460,239,9.96,9.54,147,6.12,3.48,878,36.58,38.85,0.53,0.54,0.5,0.46,11.47,188.59
36,1276,153392,133581436,239,9.96,8.51,129,5.38,2.65,1023,42.62,50.76,0.48,0.49,0.43,0.35,13.1,194.5
37,1229,118314,52360565,292,12.17,11.83,155,6.46,3.37,996,41.5,44.04,0.5,0.52,0.44,0.4,12.16,196.45
38,1045,50126,34819515,234,9.75,8.01,144,6.0,3.22,806,33.58,26.88,0.41,0.42,0.51,0.43,11.06,200.33
39,1071,146117,136096429,229,9.54,7.58,156,6.5,3.04,845,35.21,33.89,0.5,0.51,0.42,0.35,8.87,194.4
40,1093,204961,131754185,213,8.88,6.75,143,5.96,3.06,840,35.0,35.92,0.53,0.54,0.47,0.42,12.35,189.82
41,1041,41927,34138435,241,10.04,5.85,176,7.33,2.6,815,33.96,25.93,0.56,0.57,0.45,0.42,8.83,186.29
42,1322,137876,85414857,269,11.21,10.62,139,5.79,2.84,1056,44.0,46.14,0.46,0.46,0.5,0.39,13.31,201.54
43,1030,103620,45939417,241,10.04,8.72,138,5.75,2.29,818,34.08,32.64,0.45,0.45,0.45,0.35,11.44,204.72
44,1265,152976,143722813,253,10.54,8.3,147,6.12,3.05,1021,42.54,38.35,0.41,0.42,0.46,0.4,9.79,202.8
45,1111,173581,182578309,248,10.33,7.39,158,6.58,3.45,944,39.33,34.83,0.45,0.46,0.44,0.39,10.08,198.5
