id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,69,98,5653,55,4.58,1.51,64,5.33,1.78,66,5.5,1.78,0.86,0.75,0.42,0.43,0.25,181.67
1,75,94,4587,61,5.08,1.68,69,5.75,1.86,71,5.92,1.83,0.91,0.84,0.38,0.4,0.02,174.7
2,64,99,4317,55,5.0,1.79,61,5.55,2.54,61,5.55,2.54,0.85,0.85,0.35,0.33,0.15,163.23
3,58,89,4543,51,4.64,1.57,55,5.0,1.67,55,5.0,1.61,0.92,0.82,0.4,0.38,0.02,172.48
4,43,61,3059,40,4.0,2.11,41,4.1,1.97,42,4.2,2.04,0.86,0.78,0.48,0.47,0.65,162.2
5,39,67,2834,36,3.27,1.01,39,3.55,1.13,39,3.55,1.13,0.93,0.9,0.37,0.38,0.47,189.92
6,36,55,2572,29,3.22,1.39,33,3.67,1.8,32,3.56,1.67,0.8,0.74,0.38,0.37,0.01,160.57
7,42,59,2824,35,3.89,1.69,40,4.44,2.07,38,4.22,1.86,0.82,0.79,0.42,0.41,1.41,157.24
8,42,62,2658,38,3.45,2.25,39,3.55,2.38,39,3.55,2.38,0.95,0.92,0.5,0.46,0.42,137.58
9,51,74,3417,47,3.92,1.44,48,4.0,1.6,49,4.08,1.62,0.87,0.82,0.41,0.4,0.34,165.2
10,44,72,3697,35,4.38,1.6,38,4.75,1.83,42,5.25,2.43,0.83,0.76,0.48,0.48,1.06,135.82
11,44,74,4129,37,3.36,1.29,38,3.45,1.44,42,3.82,1.66,0.71,0.64,0.49,0.48,3.05,144.39
12,36,49,2429,31,3.1,1.2,33,3.3,1.16,34,3.4,1.17,0.8,0.73,0.57,0.57,0.39,143.92
13,42,70,3244,38,3.8,1.14,39,3.9,1.29,41,4.1,1.73,0.87,0.81,0.38,0.36,1.04,172.14
14,50,81,3882,40,4.0,1.7,47,4.7,1.95,47,4.7,2.16,0.83,0.77,0.53,0.52,1.22,169.08
15,45,70,3576,33,3.3,1.42,36,3.6,1.71,43,4.3,2.16,0.85,0.83,0.49,0.49,1.41,140.54
16,38,62,3209,34,3.4,1.51,36,3.6,1.65,38,3.8,1.69,0.8,0.74,0.53,0.53,0.51,175.64
17,40,57,2503,36,3.6,1.17,40,4.0,0.94,39,3.9,0.88,0.93,0.89,0.46,0.44,0.03,191.74
18,47,68,4726,41,4.1,1.52,42,4.2,1.4,46,4.6,2.01,0.89,0.83,0.38,0.36,0.23,172.77
19,46,69,2934,35,3.18,1.33,40,3.64,1.69,42,3.82,1.94,0.94,0.92,0.46,0.46,0.05,171.7
20,66,102,5958,49,4.45,1.21,56,5.09,1.38,65,5.91,2.3,0.81,0.7,0.47,0.45,1.26,176.78
21,66,88,3746,51,4.25,1.14,60,5.0,1.41,60,5.0,1.41,0.92,0.9,0.34,0.34,0.03,201.28
22,45,61,2819,40,5.0,1.07,41,5.12,1.13,41,5.12,1.13,0.89,0.81,0.42,0.43,0.01,187.09
23,63,82,3554,55,5.0,1.95,59,5.36,2.06,59,5.36,2.06,0.89,0.89,0.37,0.36,0.05,186.43
24,65,98,4009,49,4.08,1.24,61,5.08,1.31,59,4.92,1.44,0.96,0.97,0.32,0.31,0.06,191.23
25,60,81,3563,54,4.5,1.57,56,4.67,1.5,57,4.75,1.6,0.91,0.87,0.31,0.29,0.03,190.03
26,57,80,3443,50,4.17,1.7,54,4.5,1.57,54,4.5,1.57,0.91,0.88,0.44,0.44,0.18,183.99
27,48,69,2952,42,4.2,1.55,46,4.6,1.65,45,4.5,1.58,0.95,0.93,0.36,0.36,0.03,163.29
28,53,83,4373,47,4.27,1.9,48,4.36,1.75,52,4.73,1.9,0.8,0.68,0.48,0.45,2.15,167.31
29,25,38,1757,24,2.67,0.87,24,2.67,1.12,25,2.78,1.09,0.83,0.8,0.47,0.46,1.16,133.19
30,33,47,2088,30,3.0,1.76,32,3.2,1.75,32,3.2,1.75,0.96,0.94,0.67,0.65,0.6,149.62
31,48,67,2790,41,4.1,1.79,45,4.5,2.07,42,4.2,2.04,0.96,0.96,0.41,0.41,0.05,184.87
32,42,58,2606,37,3.36,1.86,40,3.64,2.11,40,3.64,2.11,0.84,0.8,0.51,0.5,0.73,136.5
33,40,59,2767,37,3.36,0.92,40,3.64,0.81,40,3.64,0.81,0.88,0.85,0.44,0.42,0.18,159.7
34,38,55,2676,30,3.0,1.15,35,3.5,1.43,35,3.5,1.43,0.98,0.92,0.59,0.59,0.02,155.64
35,32,47,2098,21,2.62,1.19,25,3.12,1.81,24,3.0,1.51,0.73,0.71,0.54,0.53,0.69,179.5
36,29,39,1849,28,3.11,0.33,28,3.11,0.6,29,3.22,0.44,0.77,0.77,0.53,0.54,0.0,169.01
37,34,50,2066,32,3.2,1.03,34,3.4,1.17,34,3.4,1.17,0.88,0.89,0.45,0.45,0.02,197.57
38,53,71,3377,45,3.75,1.42,50,4.17,1.8,50,4.17,1.8,0.83,0.75,0.41,0.4,0.09,184.54
39,43,72,3930,37,3.7,1.7,37,3.7,1.34,40,4.0,1.63,0.8,0.75,0.42,0.4,0.34,169.97
40,43,67,3066,38,3.8,1.48,42,4.2,1.55,41,4.1,1.52,0.94,0.88,0.43,0.41,0.7,198.99
