id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,72,91,3912,21,5.25,1.26,20,5.0,0.82,71,17.75,8.54,0.25,0.27,0.36,0.36,2.82,172.5
1,106,142,5616,26,4.33,1.21,20,3.33,1.51,102,17.0,4.65,0.1,0.11,0.47,0.48,6.96,164.99
2,125,173,6793,36,6.0,2.53,28,4.67,2.25,117,19.5,6.89,0.17,0.18,0.38,0.35,10.61,162.69
3,59,79,3916,25,4.17,0.75,25,4.17,0.98,56,9.33,3.2,0.26,0.26,0.28,0.26,7.74,161.45
4,68,89,3939,22,3.67,1.37,19,3.17,1.47,67,11.17,6.79,0.18,0.17,0.4,0.34,7.74,134.46
5,54,65,2680,19,3.17,0.75,14,2.33,0.52,53,8.83,1.33,0.13,0.13,0.38,0.34,4.59,156.45
6,44,59,2164,18,3.0,1.1,15,2.5,0.55,43,7.17,3.19,0.21,0.24,0.41,0.4,9.03,169.32
7,49,76,3496,18,3.0,0.89,16,2.67,0.52,49,8.17,3.06,0.16,0.17,0.49,0.48,4.78,166.15
8,55,67,2463,16,2.67,0.82,14,2.33,1.03,54,9.0,4.56,0.14,0.16,0.36,0.36,1.52,196.92
9,74,104,4322,28,4.67,1.03,21,3.5,1.22,72,12.0,3.58,0.17,0.18,0.41,0.42,5.42,157.55
10,46,60,2364,16,2.67,0.82,18,3.0,0.89,46,7.67,1.51,0.25,0.27,0.32,0.31,3.36,184.04
11,56,92,4147,24,4.8,2.59,16,3.2,1.92,54,10.8,6.18,0.11,0.11,0.42,0.39,3.08,159.08
12,50,65,2600,13,2.17,1.17,13,2.17,1.17,48,8.0,4.1,0.16,0.17,0.58,0.54,0.93,122.38
13,50,62,2292,19,3.8,1.64,16,3.2,1.3,50,10.0,4.58,0.19,0.21,0.32,0.31,4.31,180.83
14,75,114,5400,20,3.33,0.82,16,2.67,0.82,72,12.0,2.28,0.11,0.11,0.43,0.44,5.52,172.75
15,66,85,3940,19,3.17,1.17,15,2.5,1.05,65,10.83,1.47,0.12,0.11,0.5,0.5,3.44,138.91
16,84,115,4932,22,3.67,2.25,19,3.17,2.14,82,13.67,8.31,0.19,0.2,0.39,0.38,6.94,170.95
17,42,47,1744,12,2.4,1.52,12,2.4,1.52,41,8.2,2.28,0.13,0.15,0.47,0.46,0.99,162.54
18,63,85,3644,24,4.0,2.19,18,3.0,2.1,61,10.17,4.17,0.13,0.13,0.41,0.4,7.31,162.88
19,78,93,3536,24,4.0,2.1,21,3.5,2.35,77,12.83,5.56,0.2,0.23,0.36,0.34,4.66,160.6
20,117,149,5604,25,4.17,0.98,18,3.0,1.55,112,18.67,6.59,0.1,0.11,0.43,0.43,2.97,178.67
21,121,148,5500,29,4.83,0.98,25,4.17,1.33,112,18.67,3.83,0.18,0.2,0.38,0.37,7.61,180.58
22,99,126,4648,21,3.5,1.52,17,2.83,0.98,90,15.0,4.82,0.14,0.16,0.41,0.39,3.99,175.92
23,61,68,2970,26,4.33,1.51,27,4.5,1.87,59,9.83,3.97,0.32,0.32,0.35,0.34,1.35,163.1
24,68,83,3739,32,5.33,1.37,31,5.17,1.47,64,10.67,4.23,0.33,0.35,0.33,0.32,2.38,165.18
25,37,47,2172,19,3.8,1.64,21,4.2,2.17,36,7.2,4.32,0.34,0.34,0.25,0.27,11.8,191.77
26,51,68,2820,20,3.33,1.03,21,3.5,1.38,48,8.0,3.79,0.32,0.34,0.29,0.26,2.43,188.83
27,10,11,424,9,3.0,1.0,9,3.0,1.0,10,3.33,0.58,0.56,0.58,0.44,0.42,6.65,171.78
28,27,40,1552,15,3.0,1.58,16,3.2,1.79,26,5.2,1.48,0.35,0.37,0.27,0.26,2.35,183.28
29,16,22,896,6,1.5,0.58,6,1.5,0.58,16,4.0,2.45,0.21,0.22,0.41,0.38,2.21,190.65
30,17,23,992,7,2.33,0.58,7,2.33,0.58,17,5.67,3.51,0.21,0.22,0.36,0.34,0.0,204.24
31,29,42,2424,16,3.2,1.64,13,2.6,1.14,29,5.8,2.59,0.16,0.13,0.42,0.39,7.01,153.87
32,17,23,1204,9,1.8,0.84,9,1.8,0.84,17,3.4,1.52,0.21,0.23,0.36,0.38,1.36,128.37
33,32,42,1584,16,4.0,0.82,15,3.75,0.96,31,7.75,4.11,0.29,0.32,0.34,0.32,7.21,181.9
34,30,42,2423,12,3.0,1.41,11,2.75,1.26,28,7.0,4.55,0.1,0.07,0.51,0.54,4.45,133.94
35,43,62,2792,19,3.17,1.17,20,3.33,1.37,37,6.17,2.64,0.36,0.35,0.39,0.42,7.62,150.01
36,31,38,2032,14,2.8,1.3,14,2.8,1.3,28,5.6,3.78,0.28,0.26,0.37,0.42,0.75,125.09
37,22,32,1604,7,2.33,1.53,8,2.67,1.53,19,6.33,5.13,0.15,0.16,0.54,0.52,7.18,143.53
38,18,19,1630,10,3.33,0.58,10,3.33,0.58,18,6.0,4.36,0.3,0.17,0.33,0.17,0.0,89.59
39,18,19,728,11,2.75,0.96,11,2.75,0.96,18,4.5,1.91,0.39,0.42,0.38,0.36,0.0,152.88
40,45,52,2096,21,3.5,1.87,22,3.67,1.86,43,7.17,3.06,0.35,0.39,0.3,0.27,2.23,162.14
41,56,74,2720,13,2.6,1.14,13,2.6,1.14,54,10.8,5.45,0.1,0.12,0.38,0.38,14.66,177.69
42,20,27,1027,11,2.2,0.84,11,2.2,0.84,19,3.8,1.92,0.18,0.19,0.39,0.38,9.01,207.6
43,35,43,1584,8,2.67,1.53,8,2.67,1.53,33,11.0,2.0,0.11,0.13,0.46,0.45,1.66,161.98
44,28,36,1387,17,3.4,1.52,16,3.2,1.64,28,5.6,2.61,0.3,0.35,0.31,0.3,0.0,189.81
45,13,16,788,7,2.33,1.15,7,2.33,1.15,11,3.67,1.15,0.33,0.35,0.42,0.34,6.14,112.91
46,22,27,1403,20,3.33,1.21,19,3.17,0.98,22,3.67,0.82,0.43,0.41,0.23,0.18,0.03,203.5
47,58,71,2726,29,4.83,2.64,26,4.33,3.01,54,9.0,1.9,0.3,0.32,0.35,0.34,3.34,174.26
48,53,66,3500,28,4.67,2.5,25,4.17,2.64,49,8.17,3.31,0.31,0.29,0.3,0.29,3.79,143.51
49,21,25,972,11,2.75,1.5,11,2.75,1.5,20,5.0,2.58,0.26,0.29,0.4,0.38,0.03,177.32
50,19,25,928,10,3.33,1.53,9,3.0,1.0,19,6.33,2.31,0.24,0.27,0.27,0.26,4.39,219.33
51,31,40,2063,13,4.33,2.08,11,3.67,1.53,30,10.0,5.57,0.28,0.27,0.36,0.26,10.9,155.53
52,42,51,1912,21,3.5,1.05,21,3.5,1.38,42,7.0,4.15,0.4,0.42,0.34,0.33,5.88,166.86
53,26,34,1359,15,3.75,1.5,11,2.75,0.96,25,6.25,2.06,0.17,0.17,0.45,0.47,4.99,172.3
54,45,50,2278,17,2.83,0.75,18,3.0,0.89,43,7.17,3.82,0.25,0.28,0.38,0.33,6.04,169.3
55,16,16,608,11,3.67,2.52,11,3.67,2.52,14,4.67,2.08,0.44,0.47,0.34,0.32,0.0,166.36
56,27,28,1044,13,2.6,1.14,13,2.6,1.14,27,5.4,1.95,0.25,0.27,0.42,0.41,2.0,158.39
57,11,14,581,6,3.0,1.41,6,3.0,1.41,10,5.0,2.83,0.32,0.33,0.28,0.3,3.84,148.96
58,34,42,1561,12,2.4,1.14,10,2.0,1.0,33,6.6,5.13,0.1,0.11,0.51,0.5,6.01,165.98
59,72,104,3792,38,6.33,4.46,19,3.17,0.75,71,11.83,6.37,0.19,0.21,0.48,0.47,4.38,158.93
60,46,60,2575,32,6.4,2.79,18,3.6,1.52,46,9.2,3.11,0.22,0.22,0.36,0.32,2.74,152.91
61,26,28,1702,8,2.67,1.15,7,2.33,0.58,25,8.33,2.52,0.06,0.07,0.23,0.17,3.35,182.36
62,29,35,1499,12,2.4,1.52,11,2.2,1.64,28,5.6,3.29,0.15,0.17,0.41,0.39,4.06,157.62
63,41,50,2188,15,3.0,0.71,16,3.2,0.84,40,8.0,4.0,0.24,0.22,0.44,0.45,2.34,179.86
64,42,49,2284,18,3.0,1.1,18,3.0,1.1,40,6.67,2.34,0.24,0.23,0.34,0.35,2.15,139.54
65,23,39,2036,14,2.8,1.3,10,2.0,1.0,22,4.4,2.07,0.13,0.12,0.57,0.58,17.76,133.45
66,25,37,1924,15,3.75,1.5,13,3.25,1.5,24,6.0,2.71,0.28,0.24,0.3,0.32,4.08,145.39
67,71,80,3421,25,4.17,0.75,23,3.83,1.17,62,10.33,4.63,0.32,0.33,0.33,0.31,1.11,165.41
68,58,64,2605,24,4.0,1.1,27,4.5,1.22,53,8.83,3.37,0.37,0.4,0.39,0.36,5.18,170.2
69,44,54,2503,21,4.2,1.1,25,5.0,1.22,40,8.0,4.3,0.48,0.45,0.29,0.29,3.58,161.3
70,17,20,763,12,4.0,2.65,12,4.0,2.65,17,5.67,1.53,0.42,0.45,0.36,0.34,5.06,151.4
71,28,31,1457,18,4.5,1.73,17,4.25,2.63,27,6.75,2.36,0.27,0.24,0.45,0.37,4.49,131.32
72,62,75,2812,21,3.5,1.05,19,3.17,0.98,60,10.0,2.83,0.19,0.21,0.5,0.48,3.8,151.23
73,34,36,1432,15,3.0,1.58,15,3.0,1.58,31,6.2,2.28,0.25,0.26,0.41,0.41,0.0,156.45
74,47,59,2176,16,4.0,0.82,14,3.5,1.0,43,10.75,2.63,0.17,0.19,0.42,0.41,3.04,181.44
75,31,43,1584,15,3.0,0.71,11,2.2,0.84,30,6.0,2.35,0.17,0.19,0.39,0.38,8.12,166.9
76,37,43,1827,17,2.83,1.47,13,2.17,1.17,33,5.5,2.51,0.11,0.11,0.39,0.35,3.31,166.32
77,36,43,1868,22,3.67,1.63,18,3.0,1.55,33,5.5,1.97,0.3,0.28,0.35,0.39,4.9,173.04
78,32,43,1736,15,3.0,1.58,13,2.6,1.52,30,6.0,1.58,0.21,0.23,0.46,0.44,6.8,151.36
79,30,41,1522,15,3.0,1.58,14,2.8,1.48,30,6.0,3.74,0.17,0.18,0.46,0.45,2.81,184.03
80,49,64,2493,26,4.33,1.75,21,3.5,1.38,49,8.17,3.25,0.25,0.29,0.38,0.36,2.37,175.76
81,22,35,1416,14,3.5,2.08,12,3.0,1.63,22,5.5,4.04,0.36,0.42,0.32,0.29,0.05,185.34
82,24,25,1193,15,3.75,1.5,12,3.0,1.83,24,6.0,2.0,0.25,0.24,0.5,0.46,0.0,126.48
83,63,81,3136,27,4.5,1.87,21,3.5,1.87,59,9.83,3.76,0.22,0.24,0.42,0.41,6.23,158.32
84,49,68,2572,26,4.33,1.75,24,4.0,2.1,49,8.17,3.19,0.29,0.33,0.28,0.27,11.17,184.57
85,56,69,3167,26,4.33,1.63,24,4.0,1.55,53,8.83,2.56,0.25,0.24,0.43,0.4,6.46,156.63
86,43,64,2540,19,3.17,1.47,16,2.67,1.63,40,6.67,1.86,0.16,0.16,0.42,0.42,7.52,161.09
87,89,123,4877,26,4.33,1.21,19,3.17,1.17,85,14.17,4.71,0.1,0.11,0.47,0.44,5.5,161.95
88,69,95,3520,22,4.4,1.52,18,3.6,1.34,64,12.8,7.36,0.24,0.27,0.43,0.41,4.39,154.88
89,51,61,2672,21,4.2,2.59,17,3.4,3.05,47,9.4,3.78,0.15,0.14,0.48,0.49,0.6,152.51
90,37,40,1560,16,4.0,1.41,16,4.0,1.41,32,8.0,2.94,0.43,0.47,0.21,0.19,1.37,216.18
91,46,59,2332,24,4.8,1.64,24,4.8,1.92,42,8.4,2.88,0.39,0.42,0.29,0.28,6.79,203.5
92,45,55,2498,23,4.6,2.51,21,4.2,2.86,42,8.4,1.82,0.34,0.32,0.32,0.3,4.32,179.05
93,46,48,1832,21,3.5,1.38,18,3.0,1.41,42,7.0,3.58,0.3,0.34,0.34,0.32,0.0,171.86
94,29,31,1249,21,5.25,2.22,20,5.0,2.45,26,6.5,2.65,0.52,0.56,0.22,0.2,0.05,188.5
95,16,19,1039,14,4.67,2.31,13,4.33,2.89,16,5.33,2.08,0.44,0.4,0.3,0.25,0.0,154.38
96,31,35,1360,16,3.2,1.48,19,3.8,1.92,26,5.2,2.77,0.41,0.43,0.25,0.24,0.0,228.59
97,25,26,1064,14,3.5,1.29,17,4.25,1.71,18,4.5,1.91,0.64,0.68,0.21,0.19,0.0,201.06
98,17,21,832,12,4.0,1.0,14,4.67,0.58,16,5.33,0.58,0.57,0.61,0.29,0.26,7.9,203.98
99,26,32,1309,20,5.0,1.63,21,5.25,1.71,23,5.75,2.06,0.57,0.6,0.21,0.19,2.54,170.6
100,24,32,1234,15,3.0,0.71,16,3.2,0.45,21,4.2,0.84,0.42,0.46,0.31,0.29,2.4,206.75
101,39,43,1692,26,4.33,0.52,25,4.17,0.98,38,6.33,1.37,0.49,0.53,0.25,0.23,2.05,177.27
102,36,41,1564,22,4.4,1.14,19,3.8,1.1,35,7.0,2.12,0.37,0.4,0.35,0.33,2.38,192.33
103,18,24,1014,12,4.0,1.0,12,4.0,1.0,16,5.33,1.15,0.42,0.44,0.29,0.25,8.27,225.08
