id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,32,287,70142,25,4.17,1.94,28,4.67,1.63,28,4.67,1.86,0.99,0.99,0.42,0.47,13.93,142.85
1,46,478,138915,37,4.11,1.83,45,5.0,3.0,40,4.44,2.19,0.99,1.0,0.37,0.42,20.02,132.1
2,139,12501,11320418,72,5.54,1.66,130,10.0,4.1,94,7.23,1.79,1.0,1.0,0.42,0.59,11.69,115.24
3,253,4139,1914611,101,8.42,2.39,249,20.75,14.1,159,13.25,6.02,1.0,1.0,0.41,0.6,7.95,93.91
4,126,1781,733478,70,5.83,2.33,122,10.17,2.76,99,8.25,2.56,1.0,1.0,0.46,0.63,8.9,101.36
5,109,2099,1033574,62,5.17,2.69,108,9.0,8.06,81,6.75,4.99,1.0,1.0,0.46,0.65,14.04,97.05
6,110,8481,7505723,71,5.07,2.02,107,7.64,4.11,89,6.36,2.76,1.0,1.0,0.5,0.7,10.56,107.73
7,141,2341,1016168,63,4.85,2.27,137,10.54,6.78,102,7.85,4.45,1.0,1.0,0.41,0.59,9.76,87.3
8,177,9231,7557856,68,5.67,2.74,175,14.58,13.59,116,9.67,6.56,0.99,0.99,0.45,0.64,8.65,92.96
9,173,4439,2393164,81,5.79,2.52,167,11.93,8.19,120,8.57,3.98,1.0,1.0,0.48,0.65,8.85,99.03
10,152,7071,5983755,83,6.92,2.23,151,12.58,4.48,112,9.33,3.06,1.0,1.0,0.49,0.7,12.57,94.67
11,148,3310,2072544,82,6.31,2.25,146,11.23,6.58,113,8.69,4.48,1.0,1.0,0.49,0.7,10.62,103.69
12,238,5178,2277349,75,5.77,2.68,236,18.15,17.2,146,11.23,9.15,1.0,1.0,0.39,0.56,10.81,81.33
13,151,5315,1216120,78,6.5,2.43,150,12.5,5.58,115,9.58,3.2,1.0,1.0,0.39,0.57,9.76,85.73
14,174,2619,1138112,83,6.38,1.89,174,13.38,5.72,113,8.69,2.9,1.0,1.0,0.41,0.63,8.84,105.44
15,147,10084,11964047,78,6.5,1.93,146,12.17,4.95,95,7.92,2.78,1.0,1.0,0.52,0.69,11.32,99.28
16,109,6631,5064117,66,5.5,1.62,108,9.0,2.41,78,6.5,1.68,1.0,1.0,0.46,0.7,13.64,92.44
17,105,1762,868389,65,5.42,1.78,103,8.58,3.0,76,6.33,2.23,1.0,1.0,0.47,0.7,8.67,111.6
18,84,1664,1067649,58,4.46,1.71,81,6.23,2.89,61,4.69,1.97,1.0,1.0,0.46,0.66,6.51,114.28
19,40,221,137176,31,4.43,1.13,37,5.29,1.6,33,4.71,1.25,0.99,1.0,0.49,0.64,2.55,172.36
20,15,130,18669,13,3.25,0.96,15,3.75,1.26,15,3.75,1.26,1.0,1.0,0.38,0.28,18.5,141.78
