id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,84,599,116422,62,4.77,1.17,68,5.23,1.42,71,5.46,1.85,0.92,0.92,0.43,0.28,17.76,163.76
1,77,504,98007,53,4.42,1.93,61,5.08,2.57,64,5.33,2.67,0.85,0.84,0.51,0.46,22.54,138.46
2,72,464,71261,55,5.0,2.0,55,5.0,1.79,60,5.45,2.34,0.82,0.81,0.41,0.34,38.7,154.86
3,44,306,70475,34,3.4,1.51,38,3.8,1.99,40,4.0,2.11,0.68,0.66,0.53,0.44,11.83,127.61
4,87,5457,5333548,47,4.7,1.7,44,4.4,1.26,63,6.3,5.5,0.81,0.77,0.44,0.34,12.06,152.03
5,78,1738,1368775,48,4.0,2.13,46,3.83,1.27,64,5.33,3.65,0.9,0.85,0.39,0.3,25.09,129.08
6,53,610,99878,41,3.15,1.57,41,3.15,1.63,44,3.38,1.98,0.66,0.63,0.55,0.47,47.51,120.9
7,60,12774,12675012,45,3.21,1.31,41,2.93,1.33,48,3.43,1.65,0.76,0.72,0.54,0.48,60.38,117.06
8,68,866,140200,49,3.77,2.05,42,3.23,1.42,58,4.46,2.44,0.9,0.89,0.5,0.39,50.35,135.29
9,70,888,130403,52,3.71,2.27,47,3.36,1.69,58,4.14,2.85,0.78,0.77,0.52,0.4,61.12,112.3
10,84,50668,43433788,75,5.36,2.59,66,4.71,1.82,79,5.64,2.76,0.67,0.61,0.46,0.4,41.98,133.8
11,95,37125,14586088,70,4.12,1.83,70,4.12,1.8,79,4.65,2.06,0.78,0.77,0.48,0.46,51.08,130.92
12,61,9826,4483499,47,3.36,1.15,43,3.07,1.07,51,3.64,1.22,0.81,0.81,0.54,0.48,58.85,120.96
13,62,583,104983,45,3.75,2.01,48,4.0,2.49,51,4.25,2.45,0.79,0.75,0.54,0.52,41.97,131.75
14,77,559,114995,63,3.71,1.36,64,3.76,1.52,67,3.94,1.43,0.84,0.83,0.48,0.38,25.23,144.11
15,65,601,92791,52,3.71,1.27,52,3.71,1.2,57,4.07,1.69,0.82,0.84,0.51,0.43,29.7,126.0
16,51,496,77936,42,3.0,1.36,42,3.0,1.47,49,3.5,1.99,0.89,0.91,0.55,0.47,38.97,150.52
17,39,351,121191,35,2.69,1.6,34,2.62,1.39,37,2.85,1.57,0.69,0.66,0.47,0.39,11.17,116.49
18,85,1753,1033592,57,3.8,1.52,55,3.67,1.63,68,4.53,1.96,0.81,0.81,0.45,0.36,31.12,135.52
19,62,473,82528,46,3.83,1.59,47,3.92,1.78,56,4.67,2.42,0.87,0.87,0.55,0.42,37.39,117.85
20,86,573,129406,66,4.4,1.35,68,4.53,1.55,73,4.87,1.6,0.8,0.78,0.39,0.33,20.48,144.95
21,48,523,51006,39,3.55,1.51,39,3.55,1.57,42,3.82,1.66,0.8,0.78,0.48,0.44,38.61,108.1
22,117,718,110105,88,4.89,1.41,94,5.22,1.86,101,5.61,1.82,0.82,0.78,0.42,0.4,29.79,163.08
23,106,800,182900,75,4.69,1.49,81,5.06,1.81,89,5.56,1.97,0.89,0.88,0.42,0.42,19.95,169.32
