id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,258,378,24916,203,9.23,7.0,122,5.55,1.77,247,11.23,9.95,0.73,0.65,0.52,0.49,2.13,177.54
1,270,411,25478,197,8.57,5.62,144,6.26,1.94,261,11.35,9.16,0.73,0.67,0.52,0.5,2.88,178.38
2,231,345,22091,176,8.8,6.82,109,5.45,1.61,221,11.05,9.67,0.67,0.63,0.51,0.49,2.66,161.8
3,223,338,22215,157,7.14,5.19,109,4.95,1.81,209,9.5,7.98,0.74,0.7,0.53,0.52,2.82,172.82
4,160,222,12651,132,6.0,4.83,87,3.95,1.86,158,7.18,6.83,0.79,0.76,0.62,0.62,1.67,174.34
5,151,235,14300,120,6.32,5.57,66,3.47,1.87,149,7.84,7.62,0.7,0.69,0.61,0.62,4.25,169.4
6,142,217,13332,117,5.32,5.04,70,3.18,1.5,135,6.14,5.98,0.78,0.76,0.66,0.67,1.45,188.34
7,156,225,13767,125,6.94,6.04,70,3.89,1.75,149,8.28,7.39,0.72,0.69,0.62,0.62,3.19,163.78
8,152,249,15316,124,5.9,5.04,69,3.29,1.31,147,7.0,6.83,0.74,0.72,0.63,0.62,3.68,166.97
9,153,244,13625,130,5.91,5.34,89,4.05,2.52,149,6.77,6.46,0.82,0.79,0.6,0.61,1.47,163.19
10,164,258,16492,127,6.35,5.44,70,3.5,1.57,158,7.9,7.42,0.73,0.68,0.65,0.65,3.51,173.67
11,174,285,17237,136,6.48,4.93,86,4.1,1.97,166,7.9,7.11,0.72,0.67,0.66,0.64,4.55,168.11
12,138,227,12592,111,5.29,4.12,74,3.52,1.44,134,6.38,5.79,0.75,0.73,0.61,0.61,4.39,159.12
13,191,303,18878,155,7.05,6.22,80,3.64,2.06,185,8.41,8.2,0.77,0.75,0.64,0.65,3.08,178.05
14,162,218,14024,135,5.87,5.56,78,3.39,1.64,157,6.83,6.71,0.76,0.73,0.7,0.69,2.15,179.79
15,172,294,20824,136,5.91,4.46,90,3.91,1.5,165,7.17,5.47,0.73,0.69,0.55,0.56,4.51,176.98
16,145,229,13060,104,5.2,3.74,71,3.55,1.76,142,7.1,6.81,0.76,0.74,0.61,0.63,4.05,171.54
17,147,224,13850,116,6.11,4.7,69,3.63,1.83,139,7.32,6.35,0.71,0.68,0.6,0.6,3.48,158.02
18,182,288,18058,129,5.86,5.46,75,3.41,1.76,176,8.0,8.65,0.78,0.76,0.7,0.71,3.16,189.79
19,154,237,14868,127,6.05,4.57,89,4.24,1.18,149,7.1,5.71,0.72,0.65,0.56,0.54,3.17,184.03
20,200,307,17189,149,6.48,5.13,104,4.52,1.78,187,8.13,7.3,0.78,0.76,0.55,0.55,2.37,191.47
21,179,270,17194,135,7.5,6.03,88,4.89,2.17,170,9.44,7.91,0.75,0.7,0.5,0.5,2.5,176.27
22,233,325,18726,169,7.35,6.45,106,4.61,1.5,215,9.35,9.91,0.76,0.74,0.48,0.48,1.93,180.91
23,248,339,20845,166,8.3,6.77,112,5.6,2.72,235,11.75,11.32,0.74,0.72,0.52,0.53,1.9,184.22
24,227,345,20268,160,7.27,6.13,107,4.86,1.98,210,9.55,9.42,0.72,0.71,0.57,0.57,3.06,184.14
25,180,275,16747,139,6.95,5.62,90,4.5,1.54,169,8.45,7.48,0.75,0.7,0.56,0.56,1.93,178.32
