id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,9967,40276,10008401,3959,42.12,113.67,6390,67.98,237.03,7934,84.4,249.35,0.8,0.78,0.45,0.42,4.77,139.85
1,11266,43824,13965552,4314,46.39,119.65,7057,75.88,259.83,8737,93.95,272.51,0.73,0.7,0.44,0.43,8.45,134.28
2,12301,195806,157866246,4552,47.92,121.5,6951,73.17,249.99,9380,98.74,263.41,0.71,0.71,0.47,0.49,14.35,129.51
3,18822,1168771,1151424213,4698,50.52,114.42,6462,69.48,225.61,11878,127.72,260.45,0.72,0.72,0.49,0.51,13.64,117.54
4,32208,11656311,12121371796,5499,59.77,112.86,6007,65.29,189.06,16893,183.62,312.37,0.7,0.69,0.48,0.46,17.94,119.05
5,22775,1826171,1450255175,4740,53.26,102.57,5148,57.84,182.11,13978,157.06,260.03,0.71,0.7,0.5,0.5,16.57,122.09
6,24544,3167729,3090046507,4721,52.46,105.61,5257,58.41,188.9,13915,154.61,273.01,0.68,0.67,0.48,0.45,17.89,119.54
7,28183,5331363,5082256296,5574,61.25,117.39,5992,65.85,203.0,16336,179.52,307.88,0.71,0.71,0.47,0.45,22.33,127.05
8,22292,991897,999745237,5283,59.36,116.9,6154,69.15,211.24,14311,160.8,288.75,0.71,0.72,0.48,0.48,23.17,121.4
9,19349,1269008,1197658158,4937,53.66,114.03,6244,67.87,219.86,12637,137.36,264.09,0.69,0.68,0.49,0.48,18.4,121.12
10,22567,2274634,2190159777,5598,62.2,129.63,6549,72.77,232.75,14297,158.86,297.77,0.71,0.72,0.47,0.47,18.56,121.43
11,19175,1751663,1808624810,5160,57.33,125.27,6768,75.2,247.62,13083,145.37,283.81,0.69,0.7,0.48,0.45,17.79,122.33
12,10733,85502,45267342,4252,50.02,127.01,6755,79.47,265.38,8903,104.74,275.13,0.75,0.75,0.49,0.5,13.9,113.21
13,10491,49145,13747551,4399,46.8,133.13,7732,82.26,280.04,8819,93.82,291.06,0.79,0.79,0.5,0.51,9.34,111.32
14,10468,67488,35557299,4283,48.12,135.0,7668,86.16,298.99,9026,101.42,309.25,0.82,0.82,0.49,0.51,10.13,122.54
15,10022,56007,23967340,4213,46.3,133.34,7370,80.99,284.04,8702,95.63,293.73,0.79,0.78,0.5,0.52,13.65,116.86
16,9989,70420,40222797,4203,46.7,131.34,7223,80.26,277.89,8569,95.21,287.77,0.77,0.75,0.49,0.48,16.14,122.02
17,9358,77765,36393475,4044,45.95,117.81,6362,72.3,241.46,7898,89.75,250.24,0.78,0.78,0.5,0.5,21.88,125.06
18,9928,63746,30843785,4176,45.39,121.4,6567,71.38,243.31,8027,87.25,253.66,0.78,0.77,0.48,0.49,14.26,123.71
19,7998,161051,151602291,3650,41.01,109.52,5571,62.6,211.64,6761,75.97,219.29,0.78,0.75,0.48,0.46,11.44,122.16
20,7485,110923,83425172,3367,38.26,101.48,4942,56.16,189.34,6132,69.68,197.62,0.8,0.79,0.45,0.42,7.3,135.53
21,7365,44510,6754006,3335,37.47,99.11,4820,54.16,181.46,6027,67.72,190.43,0.81,0.8,0.45,0.44,4.54,146.46
22,7711,29730,8932654,3397,38.17,98.43,4965,55.79,185.05,6206,69.73,193.65,0.78,0.73,0.4,0.38,4.41,144.48
23,7950,38625,14549438,3445,37.86,98.49,5128,56.35,189.67,6402,70.35,198.99,0.79,0.75,0.44,0.39,7.97,139.99
24,7584,30237,7534737,3328,35.78,93.77,4889,52.57,178.07,6087,65.45,186.5,0.78,0.75,0.4,0.39,7.16,148.4
25,7182,35615,8875666,3255,36.17,94.12,4805,53.39,177.62,5897,65.52,185.09,0.76,0.73,0.42,0.41,8.36,145.6
26,8292,124482,112009456,3548,40.78,100.42,5095,58.56,189.18,6681,76.79,199.29,0.73,0.71,0.47,0.48,11.77,137.21
27,11004,271869,200758378,3688,42.39,94.5,4727,54.33,173.0,8024,92.23,187.0,0.7,0.69,0.45,0.43,16.62,135.86
28,22941,3270099,3508245285,4486,50.4,100.92,5099,57.29,177.92,12924,145.21,258.98,0.7,0.71,0.49,0.49,13.15,118.4
29,26548,4024173,3846607279,4879,57.4,104.05,5122,60.26,178.1,15156,178.31,295.7,0.67,0.67,0.51,0.5,17.19,115.53
