id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,312,850,95974,172,5.93,3.62,197,6.79,4.62,260,8.97,6.03,0.72,0.73,0.44,0.42,1.61,178.91
1,207,552,58167,136,5.04,2.17,153,5.67,2.54,193,7.15,3.85,0.75,0.73,0.39,0.38,1.41,185.89
2,183,304,20948,120,4.62,2.55,128,4.92,2.81,175,6.73,4.43,0.71,0.7,0.45,0.44,1.63,191.73
3,107,218,22260,77,3.85,1.73,85,4.25,1.92,99,4.95,2.61,0.87,0.88,0.47,0.47,1.22,190.52
4,172,537,66152,115,5.23,2.89,125,5.68,3.47,152,6.91,4.75,0.78,0.79,0.46,0.44,0.5,178.64
5,150,442,50758,90,4.09,2.51,93,4.23,2.74,135,6.14,4.02,0.66,0.7,0.45,0.45,1.63,185.52
6,138,450,52709,93,3.58,2.0,108,4.15,3.77,118,4.54,2.86,0.78,0.79,0.47,0.47,1.37,196.01
7,167,684,89971,94,3.62,1.81,132,5.08,5.14,126,4.85,2.84,0.77,0.78,0.43,0.41,2.52,190.66
8,116,298,31601,82,3.42,1.35,93,3.88,1.7,108,4.5,1.87,0.73,0.72,0.47,0.46,1.08,184.05
9,125,245,20446,96,4.0,1.41,95,3.96,1.37,120,5.0,1.82,0.77,0.76,0.45,0.45,2.17,181.8
10,137,188,8608,84,3.36,1.8,84,3.36,1.82,130,5.2,3.99,0.62,0.59,0.48,0.46,2.44,186.02
11,126,233,19489,88,3.38,1.47,92,3.54,1.58,120,4.62,2.28,0.71,0.72,0.53,0.5,2.17,179.15
12,123,410,51309,77,3.5,2.06,89,4.05,2.59,107,4.86,3.04,0.74,0.75,0.57,0.57,1.41,196.37
13,180,413,39963,106,4.42,2.3,115,4.79,2.54,166,6.92,3.94,0.74,0.76,0.46,0.46,1.27,194.02
14,225,674,78382,124,4.59,2.66,135,5.0,2.86,189,7.0,4.56,0.7,0.7,0.5,0.49,1.43,185.4
15,145,339,33480,95,4.32,1.73,98,4.45,1.97,135,6.14,3.0,0.69,0.71,0.48,0.47,2.03,176.25
16,149,521,66630,89,4.24,2.23,98,4.67,2.96,134,6.38,3.81,0.71,0.7,0.48,0.46,3.56,182.54
17,234,1465,215762,121,5.26,4.31,159,6.91,7.83,164,7.13,6.86,0.84,0.86,0.49,0.48,1.78,183.47
