id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,2060,91052,87879114,409,15.73,10.83,247,9.5,4.79,1396,53.69,56.75,0.77,0.76,0.42,0.41,12.68,110.81
1,3135,243368,262874359,523,21.79,12.78,376,15.67,9.08,1877,78.21,83.29,0.74,0.75,0.44,0.51,12.41,97.65
2,5115,687950,828122227,644,26.83,21.28,484,20.17,18.64,2915,121.46,157.66,0.73,0.73,0.44,0.48,17.68,97.52
3,10682,1251936,1321058729,745,31.04,31.36,615,25.62,28.33,5015,208.96,319.92,0.68,0.67,0.44,0.48,9.2,117.98
4,13853,2451126,2699256117,747,29.88,35.57,565,22.6,22.16,6042,241.68,389.93,0.65,0.65,0.47,0.51,12.76,104.43
5,13024,1278210,1271744017,752,31.33,34.81,525,21.88,21.59,5725,238.54,366.66,0.69,0.68,0.45,0.49,15.28,104.35
6,11875,991708,917403607,702,30.52,32.65,443,19.26,17.88,5329,231.7,355.12,0.66,0.63,0.47,0.49,11.31,103.09
7,13406,1238978,1155244692,760,30.4,34.29,487,19.48,17.42,5809,232.36,373.6,0.7,0.69,0.4,0.43,11.04,106.87
8,13922,1610335,1637238118,786,34.17,38.1,518,22.52,22.46,6178,268.61,411.33,0.63,0.62,0.48,0.57,13.33,99.57
9,14866,1628278,1695825762,787,34.22,39.41,420,18.26,16.31,6634,288.43,451.19,0.66,0.67,0.46,0.55,13.75,98.84
10,13849,2305252,2121199991,784,35.64,38.49,462,21.0,16.88,6255,284.32,434.98,0.6,0.6,0.46,0.48,13.6,101.36
11,7841,922182,905216617,637,25.48,26.09,404,16.16,13.25,4107,164.28,251.32,0.69,0.68,0.45,0.48,14.54,105.39
