id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,275,486569,443273129,176,8.0,4.96,248,11.27,9.73,219,9.95,7.51,0.95,0.93,0.45,0.62,58.44,123.42
1,327,747716,684829282,205,8.54,5.67,288,12.0,11.13,266,11.08,9.08,0.89,0.87,0.52,0.69,53.6,137.58
2,418,1316609,1209061911,224,10.67,7.55,374,17.81,18.02,326,15.52,14.62,0.96,0.95,0.57,0.74,73.77,119.08
3,370,1529288,1417063215,216,9.0,7.56,337,14.04,15.32,299,12.46,12.92,0.96,0.96,0.57,0.79,102.05,101.65
4,303,1113388,989446382,199,9.48,7.84,279,13.29,13.34,257,12.24,11.97,0.98,0.97,0.51,0.73,110.93,112.41
5,291,994455,814091032,183,8.71,6.97,278,13.24,13.9,246,11.71,11.51,0.97,0.98,0.47,0.72,95.8,109.61
6,253,1014890,922635593,173,7.52,6.78,238,10.35,10.73,229,9.96,9.7,0.93,0.91,0.52,0.72,95.62,110.43
7,260,1243202,1176396321,180,9.47,7.93,251,13.21,13.33,234,12.32,11.86,0.94,0.94,0.55,0.77,111.93,104.16
8,265,1118906,1140127283,189,8.22,7.13,246,10.7,10.89,236,10.26,9.72,0.89,0.87,0.55,0.72,82.01,117.25
9,263,925321,872169690,171,7.77,7.62,255,11.59,13.86,232,10.55,12.1,0.98,0.97,0.56,0.78,101.73,101.7
10,265,872154,763948043,173,7.52,6.37,248,10.78,11.35,232,10.09,9.93,0.87,0.84,0.53,0.76,88.39,101.78
11,248,848520,793611631,156,8.21,7.47,236,12.42,13.12,208,10.95,11.08,0.96,0.95,0.6,0.77,85.06,109.35
12,281,1045262,948037383,179,8.52,6.88,274,13.05,13.22,232,11.05,10.44,0.93,0.92,0.55,0.73,77.15,97.99
13,292,1093446,1058394549,191,7.64,6.31,270,10.8,11.54,260,10.4,9.88,0.91,0.89,0.58,0.72,71.1,112.6
14,288,946661,847410681,171,8.14,7.49,271,12.9,14.16,240,11.43,11.91,0.89,0.89,0.63,0.79,77.78,100.61
15,248,811756,759905667,173,7.52,6.02,237,10.3,10.21,221,9.61,8.93,0.93,0.91,0.55,0.7,87.51,99.61
16,258,833884,737370281,154,7.0,6.57,243,11.05,12.58,210,9.55,9.61,0.87,0.84,0.53,0.75,101.61,113.19
17,246,794668,731220238,156,6.78,6.58,230,10.0,11.39,205,8.91,9.57,0.85,0.83,0.6,0.75,75.86,107.47
18,216,629918,560548501,139,6.62,5.07,204,9.71,9.57,187,8.9,8.58,0.95,0.92,0.59,0.76,79.04,100.94
19,196,692042,654232243,121,6.37,5.21,178,9.37,9.04,164,8.63,8.02,0.95,0.93,0.66,0.85,101.89,87.64
20,214,604494,563347887,143,5.96,4.76,198,8.25,7.57,185,7.71,6.79,1.0,1.0,0.56,0.74,75.39,119.35
21,285,359866,308305063,163,7.76,3.49,261,12.43,13.44,221,10.52,6.93,0.89,0.87,0.46,0.65,49.42,122.45
22,170,173206,129420939,107,6.29,3.0,162,9.53,6.79,144,8.47,5.44,0.92,0.9,0.43,0.63,41.59,142.44
23,193,222311,186214315,109,6.06,3.46,183,10.17,9.31,147,8.17,5.79,0.96,0.94,0.5,0.7,52.44,123.52
24,194,244534,190789504,124,6.2,3.44,181,9.05,7.02,162,8.1,5.86,0.97,0.96,0.58,0.76,54.93,129.4
25,182,429891,396837910,123,6.83,5.09,167,9.28,7.99,156,8.67,7.28,0.97,0.97,0.61,0.74,76.64,124.71
26,298,789766,605648182,176,7.33,6.03,272,11.33,11.99,249,10.38,10.62,0.95,0.95,0.47,0.67,71.69,134.8
27,218,669431,570354936,155,7.38,6.22,205,9.76,9.19,204,9.71,8.65,0.96,0.94,0.56,0.74,90.11,124.44
