id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,5463,533963,438295260,2701,7.46,7.01,3069,8.48,9.7,4232,11.69,23.02,0.8,0.78,0.44,0.45,10.15,175.39
1,6325,783333,561588400,3002,8.01,7.48,3683,9.82,13.39,4912,13.1,26.44,0.77,0.74,0.46,0.47,10.16,168.35
2,8482,1033846,818218865,3037,8.39,9.52,4295,11.86,23.37,6051,16.72,40.04,0.77,0.75,0.48,0.49,8.64,166.43
3,20874,5472900,5543991455,3487,9.5,18.04,4651,12.67,30.62,11045,30.1,114.54,0.81,0.79,0.49,0.5,9.65,166.93
4,19750,3277082,3003601435,3181,9.47,19.8,4128,12.29,27.75,11123,33.1,123.84,0.76,0.74,0.5,0.5,8.8,164.25
5,19533,2907525,2394641460,3041,9.22,20.16,3666,11.11,24.65,11082,33.58,131.81,0.79,0.77,0.51,0.5,8.44,170.07
6,18196,2534625,2134741508,2954,8.77,18.28,3856,11.44,29.54,10643,31.58,117.82,0.79,0.77,0.52,0.52,9.84,171.38
7,21081,3294210,3037896237,3087,9.0,19.26,3374,9.84,21.12,12170,35.48,131.41,0.78,0.75,0.52,0.52,9.36,171.78
8,20882,4801903,4320912728,3399,10.12,23.06,3249,9.67,20.17,12305,36.62,134.09,0.75,0.73,0.54,0.54,9.65,165.89
9,18589,8241478,7399509035,3477,10.2,26.62,3628,10.64,25.23,11653,34.17,131.15,0.76,0.74,0.53,0.54,10.93,166.52
10,15249,3571639,3363598653,3283,9.98,22.11,5086,15.46,50.75,9145,27.8,90.39,0.81,0.79,0.49,0.49,8.56,168.74
11,12858,1789661,1530795518,3055,9.15,21.3,4385,13.13,38.22,7170,21.47,74.56,0.77,0.75,0.52,0.53,11.91,160.01
12,11765,3094323,2871958200,3058,8.86,23.07,3798,11.01,25.86,6589,19.1,78.34,0.8,0.78,0.53,0.55,11.24,169.34
13,11839,2132673,1737480804,2953,8.56,21.59,3768,10.92,24.46,6084,17.63,70.3,0.78,0.75,0.52,0.54,11.22,169.35
14,13192,2475432,2241955760,3137,8.62,22.03,3923,10.78,24.81,6711,18.44,78.34,0.78,0.75,0.53,0.54,9.93,168.77
15,13355,8089344,9011003726,2934,8.84,24.19,3614,10.89,23.62,6813,20.52,89.59,0.79,0.76,0.52,0.53,13.56,167.31
16,13227,2209488,1822196848,3017,8.67,23.2,3716,10.68,23.0,6548,18.82,80.01,0.79,0.76,0.52,0.53,11.66,168.05
17,12859,3863822,3651655647,3031,8.91,23.88,3540,10.41,21.33,6541,19.24,80.96,0.8,0.77,0.51,0.53,8.88,170.22
18,13712,4255416,4065904372,2976,8.48,21.37,3630,10.34,22.07,6305,17.96,74.91,0.75,0.72,0.51,0.53,11.07,163.41
19,10456,1785918,1704155772,2696,7.84,17.04,3251,9.45,18.05,6006,17.46,72.07,0.78,0.76,0.5,0.52,9.68,171.89
20,6788,2307508,2498600275,2308,6.81,9.36,2569,7.58,10.01,4815,14.2,49.58,0.79,0.76,0.46,0.47,9.75,171.3
21,6042,664713,573631978,2501,7.25,8.33,2841,8.23,9.76,4527,13.12,35.78,0.81,0.79,0.44,0.45,8.76,181.59
22,5721,560722,417613880,2625,7.17,6.66,3070,8.39,9.65,4409,12.05,27.53,0.76,0.73,0.45,0.47,9.27,178.44
23,5209,492993,364324151,2663,7.46,6.15,3079,8.62,9.18,4135,11.58,20.06,0.77,0.75,0.45,0.46,7.54,176.05
24,4527,211920,110080569,2398,6.72,5.95,2786,7.8,8.99,3575,10.01,15.97,0.77,0.75,0.43,0.45,7.67,175.83
25,4567,338614,213758809,2346,6.55,6.59,2676,7.47,9.1,3621,10.11,19.38,0.76,0.74,0.48,0.49,8.06,174.52
26,6586,777209,625334426,2621,7.53,9.81,3223,9.26,16.76,5034,14.47,36.64,0.74,0.73,0.48,0.48,9.11,171.88
27,16292,2980533,2757923513,3726,11.02,32.3,5392,15.95,67.16,9749,28.84,113.8,0.77,0.74,0.51,0.51,6.12,172.66
28,18518,3228887,3279083191,3114,9.24,19.22,4548,13.5,40.8,10424,30.93,112.11,0.75,0.72,0.54,0.53,9.31,163.81
29,38659,4170093,3713125861,3150,9.32,22.86,19559,57.87,498.69,10986,32.5,124.91,0.76,0.74,0.53,0.52,9.68,163.94
30,60751,4801839,3544222157,3318,9.93,23.11,35281,105.63,699.64,12348,36.97,134.37,0.74,0.72,0.51,0.51,9.15,169.92
31,27640,5795485,5357576362,3394,10.1,23.76,9612,28.61,185.08,12668,37.7,140.66,0.77,0.74,0.52,0.51,8.89,173.12
32,21223,4098203,3956135421,3088,9.44,21.76,6410,19.6,145.49,10671,32.63,113.9,0.76,0.73,0.54,0.54,11.51,165.17
33,14285,5092153,4657419753,2996,9.28,19.85,2996,9.28,18.97,9311,28.83,95.6,0.76,0.73,0.53,0.53,10.73,167.22
34,9709,3593138,3168193098,2566,7.82,13.44,3312,10.1,21.31,6509,19.84,62.16,0.77,0.76,0.53,0.53,11.56,162.54
35,8438,1646655,1446929384,2441,7.53,12.57,3404,10.51,24.3,5797,17.89,57.91,0.76,0.75,0.49,0.5,9.95,171.59
36,8067,3791690,3607221794,2542,7.52,16.85,3211,9.5,19.77,5462,16.16,59.27,0.77,0.75,0.54,0.55,11.89,163.79
37,10525,2659931,2475924203,2900,8.41,21.7,3450,10.0,21.03,6394,18.53,77.65,0.78,0.76,0.54,0.55,12.29,166.93
38,11666,3209755,2549526747,2907,8.38,21.88,3733,10.76,25.07,6663,19.2,80.27,0.76,0.74,0.51,0.52,10.43,168.67
39,14020,2441732,2101918508,3171,9.01,22.59,4076,11.58,26.15,7451,21.17,93.7,0.74,0.71,0.52,0.53,11.34,165.33
40,14052,4343411,3464043566,3014,8.79,23.48,3952,11.52,26.18,7216,21.04,95.03,0.79,0.77,0.53,0.54,11.95,166.23
41,14654,4195894,3214151956,3170,8.9,23.89,4005,11.25,25.13,7376,20.72,92.45,0.74,0.71,0.54,0.55,8.63,167.52
42,13409,3685844,3406060909,2940,8.86,23.85,3599,10.84,23.57,6634,19.98,87.47,0.79,0.77,0.52,0.54,14.92,167.52
43,11139,2822077,3097457301,2806,8.28,22.37,3168,9.35,20.89,5986,17.66,76.3,0.79,0.77,0.49,0.5,8.13,172.98
44,7208,1710149,1306753300,2282,6.89,11.16,2710,8.19,14.43,4835,14.61,52.21,0.8,0.78,0.52,0.52,10.28,167.33
45,5719,1667835,1767016215,2179,6.37,8.22,2560,7.49,12.67,4102,11.99,34.47,0.79,0.77,0.51,0.52,9.35,168.36
46,5534,1374677,1283068997,2381,6.9,8.12,2731,7.92,11.85,4242,12.3,31.41,0.76,0.74,0.49,0.5,9.77,169.47
