id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,4774,7177195,8541661005,2340,12.0,17.94,2734,14.02,40.8,3305,16.95,30.68,0.83,0.82,0.44,0.44,10.95,131.19
1,4672,5434042,5773527491,2284,11.59,17.64,2425,12.31,34.96,3243,16.46,29.92,0.83,0.82,0.44,0.43,13.39,127.31
2,4218,10081356,11661331517,2233,11.05,17.39,2320,11.49,33.76,3044,15.07,27.48,0.83,0.82,0.45,0.45,11.19,129.01
3,4313,3937234,4529378004,2168,11.01,16.35,1920,9.75,25.81,3205,16.27,29.28,0.78,0.76,0.49,0.48,14.61,124.67
4,3826,2699784,2948074946,1909,10.21,15.27,1634,8.74,22.63,2782,14.88,26.58,0.83,0.81,0.51,0.5,14.3,117.19
5,3413,2706897,2941504299,1719,9.82,14.52,1489,8.51,23.13,2591,14.81,26.12,0.78,0.76,0.52,0.51,18.53,117.76
6,3414,1815666,2000782579,1809,9.94,14.22,1411,7.75,19.21,2661,14.62,25.44,0.8,0.78,0.5,0.51,14.2,119.13
7,3524,307651,359643684,1767,9.45,13.65,1152,6.16,10.12,2687,14.37,25.94,0.83,0.82,0.51,0.5,12.09,123.75
8,3210,9740597,12374062506,1625,8.46,11.95,1218,6.34,12.51,2498,13.01,23.68,0.81,0.79,0.49,0.48,15.06,118.48
9,3615,2724176,3028965574,1842,10.12,14.43,1294,7.11,14.61,2827,15.53,26.59,0.8,0.79,0.53,0.53,15.89,120.46
10,4639,2713002,3166216985,2110,12.06,18.49,1594,9.11,21.21,3401,19.43,35.38,0.8,0.77,0.48,0.47,17.31,126.74
11,3887,2071387,2288896630,1926,10.14,14.9,1449,7.63,18.21,2951,15.53,27.99,0.82,0.8,0.5,0.49,12.99,120.53
12,3303,2287305,2399318168,1789,9.57,14.89,1355,7.25,15.06,2541,13.59,24.15,0.78,0.76,0.51,0.51,19.84,117.92
13,3560,2614376,2786269030,1832,9.74,14.35,1578,8.39,20.28,2659,14.14,26.03,0.78,0.76,0.51,0.52,21.65,122.4
14,3408,2993976,3420768880,1773,9.19,13.45,1631,8.45,19.76,2601,13.48,24.32,0.79,0.76,0.51,0.5,15.82,121.35
15,3316,4114672,4558709168,1812,9.9,15.25,1503,8.21,19.9,2519,13.77,23.62,0.8,0.78,0.49,0.5,16.55,128.12
16,3204,3040060,3398775292,1724,8.62,13.33,1574,7.87,19.58,2435,12.18,21.73,0.79,0.76,0.49,0.48,19.24,120.77
17,3220,3474826,3793012283,1736,9.04,13.7,1632,8.5,20.3,2475,12.89,22.62,0.79,0.77,0.51,0.49,22.99,122.5
18,3504,2784380,3053090632,1813,9.85,14.9,1529,8.31,20.94,2639,14.34,25.04,0.82,0.8,0.5,0.49,13.81,120.05
19,3459,3435176,3639898771,1844,9.86,15.37,1762,9.42,25.28,2629,14.06,25.01,0.8,0.78,0.48,0.47,18.25,126.26
20,3407,5612431,5834969552,1864,10.3,15.62,1726,9.54,25.41,2636,14.56,25.49,0.79,0.77,0.46,0.46,16.62,128.91
21,3540,3470492,3909352729,1965,10.68,15.56,1956,10.63,27.17,2792,15.17,26.32,0.83,0.81,0.45,0.45,12.43,138.26
22,3857,3493988,3883712932,2053,10.47,15.55,2278,11.62,32.02,2886,14.72,26.06,0.81,0.78,0.43,0.43,9.91,139.66
23,3969,4392365,4878572064,2143,11.1,16.89,2202,11.41,29.83,3037,15.74,28.7,0.82,0.8,0.44,0.44,12.82,139.52
24,3370,3733554,4029326577,1815,9.6,13.39,1915,10.13,23.52,2572,13.61,22.64,0.79,0.77,0.44,0.45,15.56,148.24
25,3354,3128193,3298319952,1893,9.96,14.46,1772,9.33,22.81,2656,13.98,23.76,0.79,0.78,0.45,0.44,9.81,140.2
26,3161,3989775,4260830519,1811,9.34,13.35,1613,8.31,19.21,2452,12.64,21.23,0.77,0.76,0.44,0.46,14.79,137.41
27,2719,2237288,2680444332,1611,8.85,11.89,1393,7.65,15.57,2192,12.04,18.62,0.79,0.77,0.5,0.49,17.93,128.3
28,3056,2584939,2973837736,1686,8.56,12.91,1457,7.4,18.47,2291,11.63,20.49,0.79,0.77,0.5,0.49,16.57,123.52
29,2901,2997617,3598616428,1578,8.58,12.78,1392,7.57,19.71,2189,11.9,20.44,0.79,0.78,0.54,0.53,16.83,117.24
30,3328,3746280,4140989739,1697,8.7,13.76,1453,7.45,20.0,2517,12.91,24.29,0.8,0.79,0.49,0.48,20.98,121.44
31,3494,3830534,4273233126,1702,9.67,14.66,1376,7.82,19.66,2614,14.85,26.99,0.81,0.8,0.52,0.5,22.0,122.26
32,3276,3503026,4242612203,1715,9.58,13.79,1319,7.37,15.43,2555,14.27,25.96,0.79,0.78,0.49,0.5,16.2,121.67
33,3786,2963142,3351794937,1775,9.92,15.09,1460,8.16,20.91,2719,15.19,27.78,0.78,0.76,0.51,0.51,17.13,115.76
34,3435,4353474,5209721598,1723,9.96,15.04,1317,7.61,19.0,2590,14.97,26.37,0.8,0.78,0.53,0.54,16.47,113.59
35,3627,4764409,5559995133,1831,10.83,15.66,1436,8.5,19.59,2676,15.83,27.41,0.79,0.77,0.49,0.48,18.77,126.64
36,3134,2909625,3142156603,1618,9.35,14.44,1351,7.81,19.73,2355,13.61,24.15,0.78,0.77,0.51,0.51,22.08,114.07
37,3722,3168489,3535693187,1890,10.16,15.55,1870,10.05,27.11,2714,14.59,25.89,0.84,0.82,0.51,0.51,14.94,118.88
38,3151,2916350,2961796713,1785,9.81,14.05,1592,8.75,18.1,2470,13.57,22.14,0.8,0.76,0.48,0.47,17.98,123.68
39,3132,3876158,4565026604,1726,9.08,13.98,1616,8.51,20.39,2417,12.72,22.79,0.83,0.82,0.51,0.5,17.28,119.36
40,3063,3861789,4046783386,1730,9.66,15.39,1509,8.43,21.63,2378,13.28,23.87,0.81,0.79,0.55,0.54,19.36,118.86
41,3386,4275814,4743850637,1790,10.11,15.39,1626,9.19,21.51,2553,14.42,25.25,0.77,0.75,0.49,0.48,19.04,115.4
42,3166,3123241,3537636544,1811,9.48,14.51,1516,7.94,18.39,2488,13.03,22.54,0.81,0.79,0.5,0.49,15.01,117.46
43,2731,3393415,3999661521,1496,8.65,12.96,1513,8.75,19.56,2052,11.86,20.35,0.83,0.82,0.5,0.5,17.63,125.69
44,3401,3899093,4314938733,1807,10.04,14.54,1765,9.81,20.9,2533,14.07,23.21,0.81,0.8,0.51,0.5,14.56,109.75
45,3429,4311081,4481636414,1799,9.57,14.23,1874,9.97,25.3,2534,13.48,23.97,0.85,0.84,0.5,0.5,15.14,122.08
46,3571,4558755,5088039712,1729,9.45,13.7,2170,11.86,37.0,2637,14.41,29.11,0.84,0.83,0.51,0.51,15.19,120.59
