id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,38,41,1977,36,4.0,2.4,36,4.0,2.4,36,4.0,2.4,0.93,0.9,0.38,0.38,0.0,199.61
1,55,70,3267,46,5.11,1.36,52,5.78,1.79,51,5.67,1.66,0.79,0.74,0.33,0.33,0.03,184.42
2,54,73,3158,50,4.55,1.57,52,4.73,1.9,53,4.82,1.99,0.78,0.77,0.39,0.39,0.03,192.32
3,62,94,5023,50,3.85,1.91,53,4.08,2.06,60,4.62,2.57,0.63,0.58,0.37,0.39,2.12,182.44
4,41,60,3024,40,4.0,1.56,40,4.0,1.49,41,4.1,1.52,0.7,0.62,0.42,0.46,0.98,188.86
5,36,71,4821,30,3.0,2.98,24,2.4,1.07,34,3.4,3.5,0.68,0.66,0.58,0.58,3.18,195.69
6,41,64,3521,35,2.92,1.44,36,3.0,1.35,40,3.33,1.5,0.66,0.64,0.4,0.42,1.88,157.35
7,36,53,3295,33,2.36,0.93,36,2.57,1.16,34,2.43,1.02,0.7,0.65,0.54,0.5,0.26,180.99
8,75,165,8274,66,3.67,1.71,64,3.56,1.69,73,4.06,1.89,0.47,0.46,0.44,0.43,0.76,163.3
9,40,59,2512,36,3.0,1.48,38,3.17,1.59,38,3.17,1.59,0.78,0.76,0.37,0.38,0.26,163.28
10,36,52,2568,33,2.75,1.42,33,2.75,1.48,35,2.92,1.44,0.72,0.67,0.46,0.49,0.02,179.89
11,56,75,4176,42,3.5,1.17,44,3.67,1.3,54,4.5,2.28,0.61,0.53,0.44,0.44,3.42,206.88
12,49,109,7356,36,3.0,1.6,37,3.08,1.51,47,3.92,1.98,0.5,0.46,0.39,0.4,5.82,166.47
13,42,78,4901,33,3.67,1.58,40,4.44,2.3,40,4.44,2.3,0.68,0.58,0.36,0.34,0.25,153.53
14,58,102,6370,44,3.67,1.5,46,3.83,1.8,56,4.67,2.84,0.56,0.49,0.4,0.4,1.66,170.56
15,36,59,3392,27,2.7,0.82,31,3.1,1.1,34,3.4,1.65,0.66,0.59,0.48,0.53,2.62,159.72
16,47,67,3980,31,2.58,1.62,32,2.67,1.67,44,3.67,2.81,0.64,0.58,0.53,0.56,0.78,168.05
17,24,34,1946,21,2.33,1.12,20,2.22,0.97,23,2.56,1.42,0.59,0.53,0.44,0.45,0.11,158.39
18,29,40,2124,26,3.25,1.28,28,3.5,1.69,28,3.5,1.69,0.75,0.66,0.47,0.46,1.45,192.96
19,29,56,3990,23,2.3,1.16,25,2.5,1.18,29,2.9,1.45,0.6,0.56,0.6,0.56,2.68,175.5
20,74,123,7026,54,4.15,1.82,57,4.38,1.98,70,5.38,1.94,0.6,0.53,0.38,0.41,4.77,186.12
21,59,92,5646,43,3.31,1.44,48,3.69,1.75,54,4.15,2.3,0.52,0.43,0.43,0.46,3.28,182.72
22,61,88,5207,53,5.3,2.06,56,5.6,2.55,57,5.7,2.45,0.64,0.55,0.3,0.33,1.4,188.46
23,55,94,5212,46,4.6,1.58,52,5.2,1.93,53,5.3,1.89,0.71,0.64,0.32,0.33,0.62,197.11
24,49,72,4120,37,4.11,1.36,45,5.0,2.5,45,5.0,2.45,0.74,0.68,0.39,0.43,0.5,219.89
25,33,40,1664,28,4.67,1.75,32,5.33,1.86,32,5.33,1.86,1.0,1.0,0.52,0.51,0.01,228.22
26,16,21,998,16,4.0,1.83,16,4.0,1.83,16,4.0,1.83,0.81,0.7,0.44,0.36,0.06,184.09
27,35,52,2437,33,3.3,1.49,33,3.3,1.49,34,3.4,1.43,0.67,0.65,0.5,0.51,0.11,198.58
28,43,80,4856,33,2.75,1.06,37,3.08,1.51,43,3.58,1.62,0.42,0.38,0.6,0.6,2.84,200.95
29,26,33,3019,24,3.43,1.51,24,3.43,1.51,24,3.43,1.51,0.74,0.5,0.45,0.4,0.8,188.46
30,36,58,3120,32,3.2,1.69,32,3.2,1.69,35,3.5,1.58,0.57,0.54,0.44,0.44,3.21,167.71
31,28,58,3565,21,3.0,1.0,25,3.57,1.51,26,3.71,1.11,0.72,0.72,0.64,0.65,4.06,219.63
32,34,56,3231,29,2.64,0.92,30,2.73,0.79,34,3.09,1.04,0.67,0.63,0.51,0.5,3.08,200.33
33,26,35,2255,24,3.0,1.31,24,3.0,1.31,26,3.25,1.04,0.66,0.55,0.48,0.44,0.37,169.54
34,18,24,1072,18,2.25,1.28,18,2.25,1.28,18,2.25,1.28,0.73,0.7,0.53,0.53,1.86,217.28
35,29,36,1680,18,3.0,1.1,20,3.33,1.37,21,3.5,1.22,0.61,0.59,0.44,0.46,1.6,185.72
36,21,35,1664,17,2.83,0.75,19,3.17,0.75,18,3.0,0.63,0.83,0.78,0.42,0.42,0.39,162.37
37,25,38,1880,23,2.88,1.55,22,2.75,1.58,25,3.12,1.89,0.68,0.63,0.51,0.49,1.01,144.6
38,40,51,2551,36,2.77,1.42,38,2.92,1.61,39,3.0,1.68,0.62,0.58,0.49,0.53,0.2,159.42
39,54,117,9693,51,3.92,2.33,44,3.38,1.89,54,4.15,2.34,0.41,0.31,0.47,0.43,5.38,156.32
40,38,56,3021,32,3.56,0.73,37,4.11,1.05,38,4.22,0.97,0.65,0.56,0.52,0.56,2.31,179.14
41,34,46,2599,33,3.67,1.5,33,3.67,1.22,34,3.78,1.39,0.79,0.69,0.39,0.39,0.43,164.15
42,50,71,3809,40,4.44,1.51,45,5.0,1.5,48,5.33,2.12,0.77,0.68,0.39,0.36,0.36,180.52
43,21,35,1471,16,2.67,2.16,17,2.83,2.56,17,2.83,2.56,0.99,0.98,0.27,0.27,0.04,224.56
44,22,39,1982,17,2.43,0.79,20,2.86,0.9,21,3.0,1.0,0.81,0.78,0.47,0.46,3.74,181.89
45,27,33,1636,25,3.12,1.55,25,3.12,1.55,26,3.25,1.83,0.8,0.74,0.44,0.44,0.13,141.52
46,31,43,2283,28,4.67,1.75,31,5.17,2.48,31,5.17,2.48,0.89,0.78,0.44,0.42,1.63,190.36
47,45,68,3497,39,4.33,2.69,42,4.67,3.0,44,4.89,3.44,0.66,0.58,0.53,0.54,1.42,187.69
48,48,70,3819,41,3.73,1.79,45,4.09,2.02,45,4.09,2.02,0.75,0.68,0.28,0.26,1.24,188.48
49,33,39,1687,30,3.33,1.58,32,3.56,1.81,32,3.56,1.81,0.91,0.88,0.42,0.4,0.01,207.66
50,55,77,4044,48,4.0,1.71,49,4.08,1.83,52,4.33,1.83,0.63,0.59,0.4,0.41,0.75,177.63
51,42,61,2936,38,3.45,2.25,40,3.64,2.01,41,3.73,2.24,0.74,0.69,0.37,0.4,0.19,155.0
52,29,40,1810,27,3.38,0.92,29,3.62,1.06,29,3.62,1.06,0.86,0.82,0.52,0.5,1.07,227.34
53,31,69,4554,31,3.44,2.79,23,2.56,1.33,31,3.44,2.79,0.74,0.74,0.66,0.66,1.13,215.9
54,20,29,1328,20,2.86,1.21,20,2.86,1.21,20,2.86,1.21,0.86,0.81,0.51,0.5,0.03,168.91
55,15,29,1292,12,2.0,1.1,13,2.17,1.17,13,2.17,1.17,0.85,0.8,0.63,0.61,1.49,220.04
56,26,39,1928,22,3.14,1.57,23,3.29,1.89,24,3.43,1.9,0.71,0.64,0.42,0.45,0.03,178.2
57,22,33,1542,18,2.57,1.27,22,3.14,1.46,22,3.14,1.46,0.89,0.87,0.37,0.37,0.88,186.23
58,33,48,2450,30,3.0,1.15,33,3.3,0.95,33,3.3,0.95,0.66,0.58,0.37,0.42,1.91,180.42
59,14,20,1356,13,2.6,1.52,13,2.6,1.52,13,2.6,1.52,0.83,0.76,0.53,0.47,0.73,234.08
60,36,51,2365,32,3.56,1.51,34,3.78,1.39,34,3.78,1.39,0.85,0.8,0.45,0.48,1.59,218.71
61,34,43,1934,28,3.5,1.69,33,4.12,2.3,33,4.12,2.3,0.6,0.56,0.6,0.62,0.39,203.71
62,23,32,1455,20,3.33,1.75,23,3.83,2.32,23,3.83,2.32,0.56,0.55,0.46,0.43,0.73,157.17
63,18,25,1151,15,3.0,1.87,18,3.6,2.61,18,3.6,2.61,0.89,0.85,0.69,0.68,0.45,220.62
64,33,44,2677,27,3.0,2.0,28,3.11,2.26,32,3.56,2.51,0.46,0.39,0.44,0.47,0.42,183.53
65,36,53,3000,29,4.83,1.6,28,4.67,1.51,35,5.83,1.83,0.65,0.59,0.48,0.47,3.14,229.58
66,29,37,1887,28,3.11,2.15,29,3.22,2.22,29,3.22,2.22,0.84,0.78,0.55,0.58,0.29,193.72
67,61,74,3305,42,3.82,1.4,53,4.82,2.14,53,4.82,2.14,0.85,0.82,0.3,0.3,0.07,189.12
68,72,104,6010,52,3.71,1.14,68,4.86,3.98,56,4.0,1.18,0.67,0.64,0.36,0.35,0.9,191.24
69,40,51,2428,32,4.0,1.31,36,4.5,1.77,36,4.5,1.77,0.85,0.78,0.22,0.27,0.38,226.85
70,43,54,2617,32,3.56,1.51,37,4.11,2.15,36,4.0,2.0,0.78,0.69,0.27,0.28,0.0,205.26
71,79,114,6948,66,5.5,1.98,68,5.67,2.15,76,6.33,2.81,0.57,0.44,0.32,0.35,2.46,180.28
72,74,125,8246,57,4.75,1.6,59,4.92,1.98,70,5.83,3.07,0.6,0.49,0.29,0.32,1.48,158.74
73,46,70,4048,38,3.8,1.62,37,3.7,1.42,43,4.3,1.7,0.65,0.6,0.44,0.44,2.9,177.16
74,40,69,3650,37,3.36,2.01,37,3.36,2.01,39,3.55,2.34,0.62,0.58,0.52,0.53,3.44,159.1
75,36,43,2001,33,4.12,2.03,34,4.25,2.19,34,4.25,2.19,0.75,0.72,0.45,0.42,0.0,183.33
76,23,29,1564,16,2.67,0.82,17,2.83,0.75,21,3.5,1.05,0.64,0.6,0.49,0.48,1.56,160.03
