id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
11,4,94,4822,4,2.0,0.0,4,2.0,0.0,4,2.0,0.0,0.01,0.01,0.49,0.31,147.75,186.25
18,8,99,3778,8,4.0,0.0,8,4.0,0.0,8,4.0,0.0,0.04,0.04,0.46,0.36,73.62,166.0
63,4,94,3484,4,2.0,0.0,4,2.0,0.0,4,2.0,0.0,0.02,0.02,0.49,0.4,145.75,188.5
85,4,94,3472,4,2.0,0.0,4,2.0,0.0,4,2.0,0.0,0.01,0.01,0.49,0.4,147.5,187.25
102,7,142,5282,6,3.0,0.0,6,3.0,0.0,6,3.0,0.0,0.03,0.04,0.48,0.39,121.38,171.29
110,13,148,5530,12,4.0,1.73,12,4.0,1.73,12,4.0,1.73,0.07,0.08,0.47,0.38,73.47,157.5
137,3,93,3444,3,1.5,0.71,3,1.5,0.71,3,1.5,0.71,0.01,0.01,0.5,0.4,219.76,155.25
151,9,99,3904,9,4.5,2.12,9,4.5,2.12,9,4.5,2.12,0.06,0.07,0.46,0.36,72.92,151.58
173,2,92,3404,2,1.0,0.0,2,1.0,0.0,2,1.0,0.0,0.0,0.0,0.5,0.41,292.5,124.0
185,6,96,3576,4,2.0,0.0,6,3.0,1.41,5,2.5,0.71,0.04,0.05,0.48,0.39,109.38,152.12
276,14,104,3892,9,4.5,0.71,9,4.5,0.71,9,4.5,0.71,0.12,0.12,0.44,0.36,42.84,202.27
342,6,94,3490,6,3.0,0.0,6,3.0,0.0,6,3.0,0.0,0.04,0.04,0.48,0.39,97.34,207.17
372,7,97,3667,7,3.5,2.12,7,3.5,2.12,7,3.5,2.12,0.04,0.04,0.48,0.38,102.7,157.45
395,6,96,3572,6,3.0,0.0,6,3.0,0.0,6,3.0,0.0,0.04,0.04,0.48,0.39,96.84,171.67
419,11,101,3784,9,4.5,0.71,11,5.5,0.71,11,5.5,0.71,0.09,0.1,0.46,0.36,53.1,168.32
515,10,100,3740,8,4.0,1.41,10,5.0,2.83,10,5.0,2.83,0.07,0.08,0.46,0.36,70.0,205.98
570,10,100,3820,10,5.0,2.83,10,5.0,2.83,10,5.0,2.83,0.07,0.07,0.46,0.36,70.28,155.17
661,10,98,3672,8,4.0,0.0,8,4.0,0.0,8,4.0,0.0,0.06,0.08,0.47,0.38,117.6,126.3
