id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,67,329,134825,47,6.71,3.45,43,6.14,2.41,61,8.71,5.82,0.63,0.58,0.36,0.42,18.51,168.75
1,64,384,131787,47,5.88,2.03,43,5.38,1.41,56,7.0,3.66,0.91,0.87,0.36,0.34,23.9,146.51
2,49,361,119028,30,5.0,1.9,32,5.33,2.07,42,7.0,4.43,0.95,0.92,0.42,0.42,17.18,168.21
3,95,380,69484,69,6.9,2.42,64,6.4,2.17,88,8.8,4.47,0.69,0.67,0.47,0.55,15.58,151.44
4,61,228,43171,38,6.33,2.8,37,6.17,1.94,54,9.0,4.56,0.72,0.66,0.34,0.38,16.67,156.32
5,91,630,240703,60,6.67,2.65,62,6.89,3.76,75,8.33,4.18,0.65,0.6,0.41,0.43,26.25,137.77
6,72,971,729653,51,7.29,3.9,51,7.29,4.03,57,8.14,4.98,0.9,0.85,0.47,0.47,22.22,159.68
7,78,586,149318,54,6.0,2.12,51,5.67,1.5,73,8.11,5.64,0.8,0.76,0.49,0.56,26.99,146.21
8,113,727,233646,76,6.91,3.42,85,7.73,5.42,95,8.64,5.35,0.76,0.74,0.43,0.48,25.78,133.0
9,77,441,140159,52,6.5,2.27,57,7.12,4.09,64,8.0,3.07,0.83,0.76,0.46,0.49,20.88,148.25
10,95,365,113115,81,6.75,2.53,78,6.5,2.28,89,7.42,3.0,0.84,0.79,0.44,0.54,17.93,135.27
11,135,1284,605899,85,8.5,3.24,84,8.4,3.27,122,12.2,6.68,0.78,0.75,0.46,0.6,22.41,142.96
12,140,1682,828450,86,8.6,4.38,108,10.8,8.8,109,10.9,5.26,0.86,0.84,0.46,0.61,31.14,141.96
13,179,9065,9403801,90,7.5,3.87,100,8.33,7.71,135,11.25,9.14,0.78,0.75,0.44,0.53,32.82,137.59
14,228,30841,34965810,116,11.6,7.07,141,14.1,13.17,161,16.1,11.25,0.83,0.8,0.53,0.65,27.49,158.8
15,300,31192,28168204,123,13.67,8.38,147,16.33,16.72,213,23.67,23.74,0.8,0.75,0.49,0.55,27.16,135.31
16,317,16114,15593780,125,15.62,9.05,158,19.75,22.31,228,28.5,27.99,0.8,0.76,0.45,0.47,27.87,121.7
17,365,28491,18442224,141,15.67,12.54,228,25.33,31.46,241,26.78,25.28,0.78,0.73,0.42,0.43,21.71,134.66
18,336,10830,9030967,140,14.0,11.38,240,24.0,30.29,232,23.2,21.76,0.91,0.88,0.52,0.57,31.12,133.68
19,358,8661,6425337,147,14.7,14.48,255,25.5,36.16,247,24.7,24.99,0.78,0.74,0.42,0.5,29.89,144.08
20,519,18103,13642934,181,16.45,14.56,296,26.91,36.94,352,32.0,35.86,0.8,0.75,0.43,0.53,22.78,129.11
21,617,48069,31742231,188,20.89,20.42,351,39.0,55.9,402,44.67,44.19,0.79,0.78,0.57,0.65,39.33,125.32
22,653,31008,28086930,198,19.8,19.39,370,37.0,55.88,445,44.5,50.08,0.71,0.67,0.54,0.61,40.42,130.63
23,709,40231,33795023,196,19.6,21.1,384,38.4,58.99,463,46.3,56.04,0.8,0.75,0.48,0.52,33.35,143.46
24,709,43234,36939502,206,20.6,21.05,367,36.7,57.79,485,48.5,59.25,0.74,0.72,0.6,0.67,35.51,102.9
25,717,36408,23389203,227,22.7,24.72,478,47.8,75.76,520,52.0,59.1,0.76,0.73,0.48,0.53,35.56,137.6
26,655,34531,27306886,220,22.0,23.88,474,47.4,71.58,474,47.4,53.14,0.74,0.68,0.42,0.54,38.87,141.56
27,707,61442,39978262,217,21.7,24.53,435,43.5,68.77,496,49.6,58.22,0.8,0.75,0.59,0.63,34.39,143.15
28,980,52214,29255581,257,25.7,27.38,574,57.4,86.36,659,65.9,76.75,0.78,0.74,0.52,0.58,30.23,136.03
29,900,58040,51831679,239,23.9,26.91,519,51.9,80.94,596,59.6,71.06,0.73,0.66,0.4,0.49,30.96,118.04
30,829,29797,22635297,246,24.6,27.52,528,52.8,82.55,577,57.7,68.52,0.81,0.78,0.5,0.58,38.75,141.47
31,771,42537,23986316,226,20.55,23.37,509,46.27,76.69,544,49.45,62.19,0.79,0.78,0.47,0.55,46.37,127.72
32,810,28443,21316862,237,26.33,29.77,564,62.67,92.72,572,63.56,71.17,0.78,0.74,0.44,0.47,41.01,153.14
33,782,31598,24568316,236,23.6,25.8,526,52.6,79.91,558,55.8,62.63,0.77,0.75,0.47,0.53,40.12,121.28
34,741,25249,15146723,225,22.5,26.34,527,52.7,81.81,543,54.3,65.0,0.76,0.73,0.45,0.56,35.47,139.82
35,802,35002,30190142,255,25.5,28.56,559,55.9,86.69,597,59.7,71.1,0.73,0.69,0.5,0.59,38.04,147.77
36,784,32009,22034301,242,24.2,27.48,519,51.9,83.15,579,57.9,68.76,0.73,0.71,0.53,0.6,32.59,156.11
37,862,30901,20403881,241,24.1,29.03,589,58.9,94.53,606,60.6,74.0,0.65,0.61,0.54,0.58,57.6,125.18
38,884,26609,16284719,251,25.1,30.69,618,61.8,102.59,597,59.7,73.87,0.72,0.66,0.47,0.55,34.63,126.97
39,860,49317,37023883,254,25.4,31.94,618,61.8,102.48,627,62.7,77.51,0.77,0.74,0.52,0.66,38.98,131.07
40,953,35012,24983997,310,25.83,34.58,688,57.33,104.51,702,58.5,80.25,0.77,0.74,0.53,0.57,39.91,138.59
41,1035,26525,17053106,283,35.38,38.39,786,98.25,135.57,704,88.0,93.71,0.71,0.67,0.51,0.59,44.88,107.97
42,974,37655,27865492,291,29.1,33.66,655,65.5,107.42,714,71.4,84.06,0.69,0.66,0.54,0.6,38.02,126.41
43,923,45569,31913242,266,26.6,32.64,663,66.3,111.06,648,64.8,81.8,0.8,0.69,0.47,0.6,37.13,135.55
44,805,18883,11771857,261,26.1,31.71,597,59.7,98.6,582,58.2,74.52,0.91,0.91,0.52,0.6,33.54,134.91
45,824,18331,11343393,255,25.5,29.03,580,58.0,93.89,588,58.8,71.14,0.91,0.9,0.52,0.62,36.44,158.43
46,787,16968,10164906,221,22.1,26.29,546,54.6,93.15,538,53.8,66.54,0.74,0.68,0.5,0.58,42.33,152.33
47,753,43411,26329535,235,23.5,27.14,533,53.3,84.6,547,54.7,66.12,0.78,0.76,0.48,0.54,51.68,117.59
48,776,23543,16579073,231,23.1,26.28,528,52.8,88.06,542,54.2,63.24,0.7,0.66,0.53,0.57,33.42,120.48
49,706,45554,36592394,246,20.5,25.8,510,42.5,77.92,528,44.0,60.89,0.76,0.72,0.49,0.52,33.53,147.04
50,686,16287,9970374,242,22.0,28.1,501,45.55,78.61,499,45.36,58.55,0.81,0.78,0.5,0.6,31.59,133.63
51,776,18728,10953865,243,27.0,27.96,545,60.56,93.32,552,61.33,68.88,0.76,0.74,0.43,0.54,39.08,118.74
52,804,17578,10206531,237,29.62,31.34,545,68.12,100.57,583,72.88,74.99,0.71,0.66,0.55,0.64,45.86,140.31
53,822,24932,13662513,260,23.64,30.11,593,53.91,89.3,595,54.09,70.93,0.77,0.73,0.56,0.61,38.1,136.98
54,904,25644,16812606,269,26.9,32.41,669,66.9,111.81,618,61.8,74.16,0.78,0.76,0.52,0.6,39.33,137.94
55,878,26603,19442561,282,28.2,32.15,670,67.0,106.75,630,63.0,73.12,0.82,0.78,0.5,0.56,42.19,130.93
56,947,40671,29854482,270,27.0,33.05,690,69.0,110.26,672,67.2,83.66,0.79,0.77,0.58,0.66,29.95,125.04
57,926,32677,18906352,285,25.91,32.56,679,61.73,108.37,671,61.0,81.7,0.8,0.78,0.48,0.56,49.27,135.56
58,962,24482,15878101,279,27.9,32.26,698,69.8,113.12,686,68.6,83.91,0.8,0.79,0.56,0.65,49.27,147.78
59,896,45350,33080941,269,26.9,30.09,593,59.3,98.81,636,63.6,78.85,0.76,0.71,0.52,0.58,38.42,134.9
60,902,26749,14680514,251,25.1,30.54,611,61.1,95.35,607,60.7,71.93,0.86,0.83,0.55,0.55,59.98,130.42
61,820,26549,16175828,249,24.9,30.35,599,59.9,99.71,575,57.5,70.34,0.75,0.73,0.52,0.58,49.81,120.19
62,860,29252,19166997,252,22.91,27.46,594,54.0,87.95,613,55.73,67.77,0.74,0.69,0.45,0.51,31.98,135.93
63,745,20359,12283909,229,22.9,28.19,513,51.3,81.72,528,52.8,62.28,0.76,0.74,0.51,0.57,35.35,127.68
64,759,28091,15272151,244,20.33,25.45,529,44.08,77.13,541,45.08,59.74,0.72,0.68,0.52,0.63,32.22,140.41
65,715,33163,24558123,238,23.8,28.26,464,46.4,71.5,506,50.6,59.48,0.58,0.55,0.5,0.6,36.93,139.69
66,742,32700,26093738,246,27.33,29.86,516,57.33,89.51,532,59.11,64.15,0.74,0.7,0.57,0.64,54.33,143.07
67,741,23138,13450829,226,22.6,24.85,515,51.5,78.69,532,53.2,62.36,0.75,0.72,0.53,0.56,47.84,139.65
68,730,23671,16380486,236,23.6,27.02,467,46.7,70.93,499,49.9,56.04,0.75,0.7,0.4,0.47,36.98,123.84
69,638,150434,114085581,195,19.5,21.71,411,41.1,64.99,434,43.4,51.85,0.77,0.72,0.56,0.62,42.78,131.25
70,495,29868,22856002,185,20.56,22.17,361,40.11,59.22,352,39.11,41.95,0.74,0.7,0.53,0.58,47.07,126.95
71,545,16173,11285483,193,19.3,21.44,379,37.9,56.57,390,39.0,43.63,0.7,0.67,0.47,0.54,43.18,133.91
72,519,20134,13255003,180,20.0,19.13,337,37.44,53.6,376,41.78,44.07,0.82,0.78,0.58,0.64,51.08,129.46
73,493,20876,16266567,168,15.27,15.48,288,26.18,38.02,359,32.64,38.99,0.8,0.74,0.47,0.48,28.24,126.57
74,489,22086,15704839,176,17.6,17.19,288,28.8,43.22,339,33.9,37.65,0.77,0.75,0.45,0.51,42.72,135.47
75,397,10675,6312255,155,17.22,16.16,271,30.11,40.19,289,32.11,31.08,0.82,0.78,0.55,0.59,44.08,107.96
76,414,11662,7577448,154,15.4,17.54,261,26.1,39.31,301,30.1,33.0,0.72,0.71,0.44,0.52,42.95,131.77
