id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,21,139,26462,16,5.33,1.15,17,5.67,1.53,19,6.33,2.52,0.96,0.96,0.45,0.27,27.32,182.91
1,11,80,17412,9,4.5,2.12,10,5.0,1.41,10,5.0,1.41,0.97,1.0,0.44,0.26,0.02,157.67
2,21,122,23007,13,4.33,0.58,16,5.33,2.31,17,5.67,2.89,0.88,0.85,0.36,0.28,0.02,183.59
5,18,190,34556,13,4.33,0.58,14,4.67,0.58,14,4.67,0.58,0.99,0.99,0.47,0.3,49.6,162.9
7,22,95,16420,17,5.67,2.31,20,6.67,3.21,20,6.67,3.21,0.89,0.87,0.51,0.38,13.9,142.77
8,11,115,29984,6,3.0,1.41,7,3.5,2.12,8,4.0,2.83,0.89,0.88,0.52,0.55,15.24,127.61
9,6,25,3548,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,0.66,0.6,0.56,0.6,0.01,154.83
10,20,125,21860,14,4.67,1.53,17,5.67,2.31,17,5.67,2.31,0.9,0.91,0.48,0.48,58.86,163.74
12,11,54,16065,9,4.5,0.71,9,4.5,0.71,9,4.5,0.71,0.58,0.54,0.42,0.48,0.18,129.88
13,14,69,8119,13,6.5,2.12,12,6.0,1.41,14,7.0,2.83,0.92,0.92,0.25,0.24,28.68,174.66
14,19,195,30120,11,3.67,1.15,12,4.0,1.73,14,4.67,2.89,0.95,0.96,0.43,0.29,57.68,153.91
16,9,75,7747,7,3.5,2.12,8,4.0,2.83,8,4.0,2.83,0.94,0.94,0.5,0.45,93.96,186.5
18,7,95,18815,4,2.0,1.41,5,2.5,2.12,6,3.0,2.83,0.5,0.5,0.75,0.63,22.68,92.84
20,15,109,29131,13,4.33,0.58,14,4.67,0.58,15,5.0,1.0,0.91,0.94,0.58,0.4,24.11,139.13
22,4,56,17541,4,2.0,0.0,4,2.0,0.0,4,2.0,0.0,1.0,1.0,0.48,0.57,0.26,154.5
24,8,42,10594,7,3.5,0.71,8,4.0,1.41,7,3.5,0.71,0.88,0.81,0.35,0.29,0.02,148.04
26,8,50,5374,8,4.0,0.0,8,4.0,0.0,8,4.0,0.0,0.9,0.9,0.67,0.64,36.11,153.88
28,16,116,18251,12,6.0,0.0,12,6.0,0.0,15,7.5,2.12,0.93,0.92,0.38,0.3,22.65,166.95
29,49,5229,5296617,17,5.67,2.52,13,4.33,1.53,30,10.0,9.64,0.84,0.79,0.4,0.24,0.99,163.74
31,12,42,6260,10,3.33,1.53,11,3.67,1.15,11,3.67,1.15,0.86,0.76,0.34,0.27,0.03,106.78
33,26,378,89107,11,5.5,3.54,8,4.0,1.41,18,9.0,8.49,0.86,0.87,0.55,0.48,12.4,159.72
34,12,195,48407,7,2.33,1.15,8,2.67,1.15,11,3.67,1.53,0.92,0.87,0.42,0.32,80.07,121.53
35,16,213,116212,12,6.0,2.83,11,5.5,0.71,15,7.5,3.54,0.92,0.96,0.41,0.24,13.76,107.74
36,3,15,1383,3,1.5,0.71,3,1.5,0.71,3,1.5,0.71,0.6,0.53,0.7,0.6,119.96,109.5
37,11,93,23806,7,3.5,0.71,7,3.5,0.71,8,4.0,1.41,0.55,0.52,0.52,0.34,21.76,136.78
38,4,42,3487,4,2.0,1.41,4,2.0,1.41,4,2.0,1.41,0.5,0.5,0.52,0.3,55.07,70.66
39,12,152,46002,9,4.5,2.12,8,4.0,1.41,11,5.5,3.54,0.94,0.96,0.55,0.62,35.3,107.32
40,16,276,22890,12,4.0,2.0,13,4.33,2.52,12,4.0,2.0,0.75,0.7,0.41,0.43,21.12,143.07
41,7,32,2310,6,3.0,0.0,6,3.0,0.0,6,3.0,0.0,0.6,0.54,0.66,0.58,45.05,146.96
42,6,12251,12611135,6,3.0,0.0,4,2.0,1.41,6,3.0,0.0,0.5,0.5,0.52,0.57,65.86,58.33
43,7,150,11376,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,0.88,0.92,0.51,0.4,84.33,123.66
44,15,179,36271,10,3.33,1.15,9,3.0,1.0,13,4.33,2.52,0.99,0.95,0.61,0.5,34.72,172.75
45,17,37,3044,13,4.33,1.53,12,4.0,2.0,13,4.33,1.53,0.6,0.46,0.34,0.33,6.54,118.01
46,9,132,10699,7,3.5,2.12,7,3.5,0.71,7,3.5,2.12,1.0,1.0,0.57,0.56,60.66,121.67
47,6,25,2487,4,2.0,1.41,4,2.0,1.41,4,2.0,1.41,0.57,0.52,0.72,0.61,149.91,79.6
48,16,170,39544,11,5.5,2.12,7,3.5,0.71,13,6.5,3.54,0.88,0.85,0.47,0.33,29.81,148.85
49,13,223,20995,10,3.33,3.21,10,3.33,2.31,12,4.0,3.46,1.0,1.0,0.51,0.47,35.18,139.03
50,6,83,18399,5,2.5,2.12,5,2.5,2.12,6,3.0,1.41,1.0,1.0,0.45,0.24,73.16,90.0
51,10,144,8334,7,3.5,2.12,5,2.5,0.71,8,4.0,2.83,0.54,0.52,0.46,0.37,44.64,109.75
52,17,167,21635,11,3.67,1.53,11,3.67,1.53,14,4.67,2.31,0.97,0.97,0.56,0.41,84.49,159.85
54,12,177,33523,10,3.33,2.08,9,3.0,1.73,11,3.67,1.53,0.96,0.96,0.64,0.43,78.85,155.86
55,14,250,25716,11,5.5,3.54,9,4.5,2.12,12,6.0,4.24,0.95,0.95,0.52,0.41,55.56,134.2
56,8,79,22363,5,1.67,1.15,6,2.0,1.73,5,1.67,1.15,0.62,0.64,0.61,0.46,96.32,81.13
57,9,211,20797,9,4.5,0.71,7,3.5,0.71,9,4.5,0.71,0.92,0.92,0.5,0.39,58.01,94.35
58,12,43,6224,7,3.5,0.71,8,4.0,1.41,8,4.0,1.41,0.6,0.54,0.34,0.29,0.06,89.08
