id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,9,12,620,7,3.5,0.71,8,4.0,1.41,8,4.0,1.41,0.73,0.61,0.32,0.27,0.02,228.4
1,13,15,653,11,5.5,0.71,13,6.5,2.12,13,6.5,2.12,0.86,0.83,0.47,0.44,0.0,166.64
2,14,22,1016,9,4.5,0.71,13,6.5,0.71,13,6.5,0.71,0.88,0.8,0.36,0.38,1.44,210.14
3,11,17,688,9,4.5,2.12,11,5.5,2.12,11,5.5,2.12,1.0,1.0,0.34,0.34,0.02,184.44
4,14,21,2151,13,6.5,0.71,12,6.0,1.41,13,6.5,0.71,0.8,0.44,0.44,0.53,0.04,159.79
5,8,11,525,6,3.0,1.41,7,3.5,2.12,8,4.0,2.83,0.88,0.8,0.58,0.64,0.0,140.58
6,10,12,536,9,4.5,0.71,10,5.0,0.0,10,5.0,0.0,0.92,0.88,0.17,0.15,0.0,171.3
7,15,17,728,13,6.5,3.54,14,7.0,4.24,14,7.0,4.24,0.96,0.92,0.31,0.32,0.0,183.95
8,9,10,857,8,4.0,1.41,8,4.0,1.41,9,4.5,0.71,0.8,0.59,0.6,0.74,0.0,161.38
9,13,17,716,10,5.0,0.0,13,6.5,0.71,13,6.5,0.71,0.95,0.94,0.2,0.18,0.0,192.4
10,14,19,768,11,5.5,0.71,13,6.5,0.71,13,6.5,0.71,1.0,1.0,0.48,0.47,0.04,153.93
11,14,19,982,10,5.0,2.83,11,5.5,2.12,12,6.0,2.83,0.82,0.74,0.52,0.51,0.04,185.22
13,8,13,570,8,4.0,1.41,8,4.0,1.41,8,4.0,1.41,0.82,0.81,0.43,0.41,0.14,141.8
14,16,24,1049,11,5.5,0.71,15,7.5,3.54,15,7.5,3.54,0.91,0.87,0.34,0.32,0.14,165.7
15,7,15,637,7,3.5,0.71,7,3.5,0.71,7,3.5,0.71,0.78,0.84,0.58,0.54,0.08,169.58
16,16,24,1129,14,7.0,0.0,15,7.5,0.71,15,7.5,0.71,0.8,0.76,0.2,0.18,0.46,152.69
17,13,18,728,11,5.5,3.54,12,6.0,4.24,12,6.0,4.24,0.88,0.88,0.27,0.26,0.01,167.1
19,12,20,1283,10,5.0,2.83,12,6.0,2.83,11,5.5,2.12,0.96,0.76,0.3,0.22,0.03,213.25
20,12,19,890,11,5.5,0.71,12,6.0,0.0,12,6.0,0.0,0.88,0.76,0.48,0.52,0.02,151.0
21,14,20,1122,12,6.0,0.0,12,6.0,0.0,13,6.5,0.71,0.8,0.6,0.3,0.23,0.04,110.56
22,10,15,604,8,4.0,0.0,9,4.5,0.71,9,4.5,0.71,1.0,1.0,0.47,0.47,0.02,202.92
23,7,12,524,7,3.5,2.12,7,3.5,2.12,7,3.5,2.12,0.94,0.88,0.31,0.3,0.02,208.6
24,7,10,448,6,3.0,1.41,7,3.5,2.12,7,3.5,2.12,0.94,0.88,0.44,0.42,0.01,194.55
26,8,8,475,8,4.0,2.83,7,3.5,2.12,8,4.0,2.83,0.84,0.7,0.75,0.79,0.0,189.08
27,10,17,844,10,5.0,1.41,10,5.0,1.41,10,5.0,1.41,0.79,0.67,0.26,0.26,0.04,163.33
28,11,12,592,10,5.0,4.24,10,5.0,4.24,10,5.0,4.24,0.94,0.92,0.45,0.38,0.0,127.14
31,6,9,360,6,3.0,0.0,6,3.0,0.0,6,3.0,0.0,1.0,1.0,0.22,0.22,0.06,187.83
32,7,12,568,6,3.0,1.41,7,3.5,0.71,7,3.5,0.71,0.86,0.77,0.52,0.58,2.36,204.0
33,10,22,880,8,4.0,1.41,10,5.0,1.41,10,5.0,1.41,1.0,1.0,0.3,0.3,0.02,212.21
34,6,11,438,6,3.0,0.0,6,3.0,0.0,6,3.0,0.0,0.9,0.92,0.26,0.24,0.08,218.17
35,5,8,384,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,0.84,0.77,0.44,0.44,0.08,153.34
36,7,10,420,6,3.0,1.41,6,3.0,1.41,6,3.0,1.41,1.0,1.0,0.34,0.32,0.0,196.08
40,8,11,524,7,3.5,2.12,8,4.0,2.83,8,4.0,2.83,0.93,0.84,0.41,0.34,0.01,217.08
41,7,11,528,6,3.0,2.83,6,3.0,2.83,6,3.0,2.83,0.5,0.5,0.47,0.47,0.0,93.16
42,10,13,620,10,5.0,1.41,10,5.0,1.41,10,5.0,1.41,0.88,0.8,0.45,0.44,0.06,158.79
45,13,18,740,9,4.5,3.54,12,6.0,4.24,10,5.0,4.24,1.0,1.0,0.54,0.52,0.01,159.28
46,6,11,740,5,2.5,0.71,5,2.5,0.71,6,3.0,0.0,0.4,0.4,0.36,0.34,6.27,146.16
48,12,20,808,11,5.5,0.71,12,6.0,1.41,12,6.0,1.41,1.0,1.0,0.44,0.44,0.03,159.33
49,10,13,530,9,4.5,4.95,9,4.5,4.95,9,4.5,4.95,0.96,0.96,0.52,0.49,0.0,163.06
50,8,12,572,7,3.5,2.12,7,3.5,2.12,7,3.5,2.12,0.89,0.81,0.62,0.55,2.2,119.36
52,4,5,204,3,1.5,0.71,3,1.5,0.71,3,1.5,0.71,1.0,1.0,0.42,0.4,0.01,153.0
53,5,6,304,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,0.88,0.8,0.5,0.4,0.0,101.75
54,9,13,684,9,4.5,0.71,8,4.0,0.0,9,4.5,0.71,0.78,0.7,0.31,0.35,0.0,89.15
55,9,17,812,8,4.0,1.41,9,4.5,0.71,9,4.5,0.71,0.86,0.78,0.44,0.45,1.98,195.05
56,11,12,500,9,4.5,3.54,10,5.0,4.24,10,5.0,4.24,0.9,0.9,0.45,0.44,0.0,180.92
57,5,7,295,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,0.84,0.8,0.54,0.52,0.0,180.5
58,8,13,548,8,4.0,0.0,8,4.0,0.0,8,4.0,0.0,1.0,1.0,0.35,0.34,0.02,176.25
59,9,12,578,8,4.0,1.41,8,4.0,1.41,8,4.0,1.41,0.86,0.76,0.34,0.3,0.01,169.34
61,11,18,992,9,4.5,2.12,9,4.5,2.12,10,5.0,2.83,0.7,0.53,0.59,0.63,1.48,141.42
62,7,9,392,6,3.0,1.41,7,3.5,2.12,7,3.5,2.12,0.93,0.92,0.46,0.42,0.0,93.95
63,14,20,817,11,5.5,0.71,12,6.0,0.0,13,6.5,0.71,0.94,0.94,0.44,0.43,0.0,172.23
66,10,13,560,9,4.5,2.12,9,4.5,2.12,9,4.5,2.12,0.84,0.8,0.35,0.32,0.01,136.5
67,9,13,608,7,3.5,0.71,8,4.0,0.0,9,4.5,0.71,0.84,0.74,0.4,0.46,0.01,170.58
68,9,13,608,8,4.0,1.41,9,4.5,2.12,9,4.5,2.12,0.8,0.71,0.29,0.26,6.55,183.67
69,9,26,1832,6,3.0,1.41,5,2.5,0.71,8,4.0,2.83,0.57,0.54,0.44,0.44,5.44,150.96
71,5,5,229,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,0.75,0.69,0.84,0.82,0.0,123.16
73,8,12,664,8,4.0,0.0,7,3.5,0.71,8,4.0,0.0,0.78,0.68,0.38,0.42,0.03,151.25
74,10,14,692,9,4.5,0.71,10,5.0,0.0,10,5.0,0.0,0.78,0.63,0.66,0.66,1.91,113.8
75,5,6,281,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,0.66,0.62,0.5,0.55,0.02,204.58
76,8,11,532,6,3.0,0.0,7,3.5,0.71,7,3.5,0.71,0.8,0.71,0.46,0.45,0.0,142.74
77,5,6,260,3,1.5,0.71,4,2.0,0.0,4,2.0,0.0,1.0,1.0,0.84,0.78,0.0,107.25
78,6,12,480,6,3.0,0.0,6,3.0,0.0,6,3.0,0.0,1.0,1.0,0.27,0.27,0.04,185.34
79,10,14,692,10,5.0,0.0,10,5.0,0.0,10,5.0,0.0,0.81,0.72,0.54,0.5,3.32,179.3
82,13,24,1184,9,4.5,0.71,10,5.0,1.41,12,6.0,2.83,0.84,0.76,0.4,0.36,1.0,144.12
83,5,8,412,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,0.8,0.71,0.44,0.4,0.79,132.42
84,10,15,920,8,4.0,2.83,9,4.5,3.54,10,5.0,4.24,0.69,0.62,0.92,0.94,3.71,173.38
85,11,16,784,9,4.5,2.12,11,5.5,2.12,10,5.0,2.83,0.76,0.62,0.48,0.5,0.0,158.41
86,12,22,1076,10,5.0,1.41,12,6.0,1.41,12,6.0,1.41,0.96,0.82,0.46,0.37,0.04,159.24
