id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,684,1058,83027,553,4.98,2.09,615,5.54,2.5,622,5.6,2.61,0.94,0.92,0.38,0.37,0.52,153.93
1,738,1464,188426,603,5.2,2.11,648,5.59,2.21,660,5.69,2.54,0.95,0.93,0.39,0.38,0.89,147.85
2,603,2683,2288193,513,4.54,2.27,567,5.02,2.59,565,5.0,2.69,0.96,0.94,0.48,0.47,0.44,128.95
3,659,4252,1672756,568,4.9,2.11,617,5.32,2.38,628,5.41,2.67,0.96,0.95,0.4,0.39,1.46,143.41
4,663,1679,492072,551,4.83,2.27,615,5.39,3.02,616,5.4,2.77,0.93,0.92,0.43,0.43,0.68,137.85
5,646,1126,95015,547,4.76,1.99,600,5.22,2.16,614,5.34,2.53,0.95,0.93,0.41,0.4,0.99,136.52
6,742,1486,174795,615,5.26,2.43,694,5.93,3.0,701,5.99,3.03,0.93,0.92,0.39,0.38,0.7,137.72
7,791,1653,261908,651,5.47,2.74,735,6.18,3.36,733,6.16,3.32,0.94,0.93,0.4,0.4,0.62,141.11
8,715,1769,390316,572,4.85,2.41,645,5.47,3.43,638,5.41,2.96,0.92,0.88,0.43,0.42,1.09,131.51
9,718,3205,2133128,590,5.04,2.64,661,5.65,3.23,662,5.66,3.34,0.92,0.87,0.42,0.4,1.24,131.57
10,670,1404,129724,558,4.85,2.29,627,5.45,3.07,614,5.34,2.94,0.95,0.93,0.4,0.38,0.32,138.38
11,697,1263,106291,578,5.07,2.3,646,5.67,2.69,648,5.68,2.75,0.94,0.91,0.39,0.38,0.49,139.98
12,715,4855,1362654,577,4.85,2.57,641,5.39,2.58,659,5.54,3.12,0.94,0.93,0.43,0.44,0.91,137.51
13,1368,37315,35426963,586,4.97,2.59,638,5.41,2.9,689,5.84,6.0,0.92,0.88,0.43,0.4,1.31,132.46
14,990,16577,14076422,608,5.33,2.75,639,5.61,2.63,701,6.15,5.56,0.93,0.92,0.41,0.39,1.46,136.03
15,732,2201,416320,544,4.99,2.86,587,5.39,2.68,631,5.79,4.07,0.9,0.88,0.42,0.41,0.89,130.56
16,746,14324,16249323,550,4.95,2.46,597,5.38,2.66,629,5.67,3.93,0.96,0.93,0.43,0.41,0.46,133.06
17,643,1581,290931,496,4.43,1.93,545,4.87,2.48,558,4.98,2.67,0.95,0.93,0.42,0.42,0.19,136.72
18,698,5425,2864221,510,4.59,2.61,541,4.87,2.79,582,5.24,4.37,0.94,0.93,0.42,0.41,0.82,141.35
19,740,12859,9316614,526,4.57,3.03,554,4.82,3.07,629,5.47,6.22,0.94,0.92,0.44,0.43,0.85,126.37
20,746,17399,13306022,470,4.31,3.28,473,4.34,2.48,595,5.46,9.13,0.93,0.92,0.45,0.45,0.85,135.04
21,965,307036,435831718,514,4.51,3.62,501,4.39,2.52,678,5.95,12.21,0.93,0.92,0.5,0.49,2.76,122.07
22,1444,108594,107911103,526,4.96,5.82,515,4.86,3.02,885,8.35,28.84,0.94,0.89,0.47,0.44,0.98,122.55
23,1994,198334,189601738,520,4.95,6.27,504,4.8,2.98,1034,9.85,40.7,0.95,0.94,0.46,0.45,1.38,129.32
24,1174,66890,61673679,390,3.82,4.76,371,3.64,2.7,704,6.9,25.67,0.95,0.93,0.5,0.49,0.82,118.01
25,948,42046,29647409,397,3.82,4.08,386,3.71,2.14,615,5.91,17.96,0.95,0.93,0.49,0.47,0.61,125.84
26,1116,92912,92034311,402,3.79,4.3,387,3.65,1.96,704,6.64,22.27,0.94,0.93,0.47,0.46,0.45,127.41
27,1116,76968,62540541,425,4.21,5.61,393,3.89,2.76,694,6.87,24.31,0.92,0.9,0.5,0.48,0.93,120.59
28,1736,133730,114049828,473,4.26,6.29,423,3.81,2.22,876,7.89,34.74,0.93,0.91,0.46,0.45,0.73,135.6
29,2279,132224,104683109,478,4.31,6.16,437,3.94,2.43,1154,10.4,49.19,0.95,0.94,0.47,0.46,0.99,126.61
30,1489,263109,246555523,432,4.45,6.74,394,4.06,2.8,875,9.02,35.52,0.96,0.94,0.46,0.45,1.99,131.38
31,1373,284934,333040639,434,4.21,7.01,371,3.6,2.18,833,8.09,33.73,0.96,0.94,0.49,0.48,0.86,129.79
32,1250,68669,55261048,363,3.74,6.43,312,3.22,2.32,737,7.6,32.22,0.96,0.94,0.53,0.51,0.69,121.36
33,1504,100084,75682980,379,3.72,6.88,309,3.03,1.86,851,8.34,38.41,0.94,0.93,0.52,0.51,1.25,122.14
34,2203,283750,273429426,436,4.32,6.96,383,3.79,3.01,969,9.59,43.95,0.94,0.93,0.49,0.48,1.52,130.44
35,1546,231667,260580241,416,3.89,4.99,374,3.5,1.81,874,8.17,32.53,0.93,0.92,0.47,0.46,0.97,134.27
36,1008,28358,17932398,370,3.78,3.77,357,3.64,2.15,640,6.53,21.7,0.93,0.9,0.48,0.46,0.86,128.38
37,1138,79547,79103812,401,4.09,6.51,351,3.58,2.68,722,7.37,27.57,0.92,0.9,0.56,0.54,1.05,116.11
38,1242,57067,41496239,440,4.11,5.15,392,3.66,1.95,804,7.51,26.09,0.95,0.93,0.43,0.42,1.47,139.59
39,1815,158530,149676888,446,4.37,6.34,414,4.06,2.28,944,9.25,40.92,0.95,0.92,0.46,0.44,0.65,136.11
40,2248,602951,690081883,414,4.4,8.28,355,3.78,2.96,1061,11.29,57.7,0.95,0.94,0.45,0.44,1.12,141.84
41,2000,321200,356187178,425,4.38,7.71,352,3.63,2.35,1015,10.46,49.37,0.93,0.92,0.48,0.47,1.05,125.65
42,1315,180217,201001377,456,4.38,5.01,450,4.33,2.45,805,7.74,27.92,0.93,0.91,0.43,0.42,1.25,138.3
43,1204,51169,43215806,383,4.07,5.2,366,3.89,2.73,708,7.53,26.38,0.94,0.92,0.49,0.48,1.14,129.54
44,1117,44198,31120837,392,3.92,5.2,374,3.74,2.28,708,7.08,25.77,0.93,0.92,0.47,0.47,1.98,126.69
45,1451,179384,193613305,492,4.35,5.53,484,4.28,2.61,848,7.5,28.61,0.88,0.87,0.46,0.45,0.89,127.27
46,2137,171382,138045439,444,4.15,6.94,398,3.72,2.16,1001,9.36,50.34,0.95,0.94,0.47,0.45,1.92,134.83
47,1342,117609,104655179,411,4.11,7.09,368,3.68,2.24,829,8.29,36.19,0.96,0.95,0.46,0.45,1.96,125.21
48,1352,101960,97411467,433,4.12,5.77,388,3.7,2.2,792,7.54,32.05,0.94,0.89,0.51,0.48,1.09,124.55
49,1267,90028,29632711,426,4.44,7.92,351,3.66,2.1,849,8.84,38.73,0.93,0.91,0.52,0.5,0.67,116.0
50,1195,69972,69577636,451,4.21,6.13,395,3.69,1.89,756,7.07,25.63,0.95,0.93,0.47,0.45,0.62,123.24
51,1910,308035,312260871,427,4.23,6.01,382,3.78,2.43,961,9.51,44.48,0.92,0.9,0.46,0.46,1.35,125.64
52,1718,199164,210462043,440,4.23,6.02,398,3.83,2.22,950,9.13,41.24,0.92,0.89,0.43,0.41,1.0,129.21
53,1165,177905,190570042,391,3.62,5.18,353,3.27,2.23,758,7.02,28.15,0.92,0.9,0.5,0.49,0.88,122.86
54,1136,73836,58391015,423,3.92,4.07,408,3.78,2.53,721,6.68,22.89,0.94,0.93,0.49,0.47,1.27,120.92
55,1299,77918,73724821,473,4.42,5.94,427,3.99,2.54,839,7.84,28.86,0.93,0.9,0.46,0.45,1.36,133.37
56,1436,66574,53029921,424,4.24,5.44,382,3.82,2.28,821,8.21,33.5,0.93,0.92,0.48,0.47,0.84,125.83
57,1671,106172,88598435,355,3.9,5.57,326,3.58,2.26,869,9.55,41.93,0.93,0.88,0.45,0.44,0.8,133.58
58,1276,70544,61237098,427,4.27,5.18,409,4.09,2.42,819,8.19,29.51,0.95,0.92,0.47,0.46,1.1,132.04
59,974,30887,18142068,367,3.67,5.23,338,3.38,2.76,649,6.49,22.94,0.95,0.94,0.48,0.48,0.78,129.63
60,1045,68069,62669833,421,4.05,5.59,378,3.63,2.28,720,6.92,23.98,0.92,0.9,0.54,0.52,0.74,125.08
61,1241,80043,62289275,426,4.1,4.69,403,3.88,2.53,744,7.15,26.27,0.97,0.96,0.48,0.47,0.76,124.31
62,820,30855,24083017,441,3.9,3.73,452,4.0,2.38,638,5.65,13.74,0.96,0.96,0.48,0.47,1.77,137.96
63,584,16215,15371627,394,3.83,2.88,394,3.83,2.23,485,4.71,6.93,0.93,0.9,0.48,0.47,0.99,130.93
64,701,51196,57536667,357,3.47,3.2,351,3.41,2.2,536,5.2,14.0,0.94,0.92,0.53,0.52,1.18,114.89
65,648,212654,276980421,392,3.66,3.19,383,3.58,1.87,515,4.81,9.54,0.97,0.95,0.44,0.43,0.61,145.48
66,528,98480,126918183,418,3.94,2.36,427,4.03,2.1,481,4.54,4.46,0.96,0.94,0.47,0.45,1.3,131.61
67,495,5111,3054676,356,3.46,2.6,353,3.43,1.66,434,4.21,6.61,0.96,0.95,0.5,0.49,0.7,126.82
68,578,5974,3140412,406,3.98,4.19,388,3.8,1.87,513,5.03,10.77,0.96,0.94,0.44,0.43,1.03,132.8
69,420,3300,1920282,327,3.3,3.03,314,3.17,1.92,389,3.93,6.4,0.94,0.93,0.52,0.51,1.96,122.31
70,413,4319,2694452,334,3.52,3.49,311,3.27,1.93,379,3.99,5.33,0.94,0.9,0.48,0.46,1.06,116.6
71,450,6084,3367999,376,3.65,2.35,388,3.77,2.3,421,4.09,3.47,0.93,0.88,0.49,0.46,1.97,126.4
72,439,6899,6448922,361,3.34,2.16,386,3.57,2.12,410,3.8,3.14,0.96,0.95,0.53,0.52,1.38,119.67
73,435,4623,2397063,360,3.43,1.96,386,3.68,1.99,412,3.92,2.93,0.96,0.95,0.52,0.51,2.46,126.66
74,383,7368,6025109,322,3.22,2.07,338,3.38,1.86,363,3.63,2.77,0.93,0.93,0.51,0.51,0.72,119.74
75,391,1024,363972,323,3.14,1.62,355,3.45,2.06,360,3.5,2.04,0.96,0.95,0.5,0.49,1.21,128.1
76,383,2107,1520397,328,3.25,1.53,355,3.51,1.91,362,3.58,1.87,0.93,0.92,0.47,0.47,0.61,125.06
77,409,2255,2083764,354,3.4,1.76,385,3.7,2.02,385,3.7,2.08,0.94,0.91,0.54,0.52,0.36,120.15
78,402,2022,1445324,348,3.19,1.47,382,3.5,1.77,379,3.48,1.61,0.95,0.92,0.52,0.5,0.85,119.06
79,380,2615,2378559,337,3.34,1.8,354,3.5,1.96,361,3.57,2.01,0.92,0.88,0.49,0.46,2.1,128.6
80,456,5396,3695726,402,3.83,2.01,420,4.0,2.02,440,4.19,2.35,0.93,0.92,0.5,0.48,1.06,125.21
81,448,1183,409163,385,3.5,1.86,412,3.75,2.02,416,3.78,2.11,0.96,0.92,0.48,0.47,0.71,125.59
82,414,1082,303407,357,3.37,1.94,393,3.71,2.46,391,3.69,2.2,0.96,0.93,0.46,0.46,0.39,134.24
83,414,1851,504248,358,3.62,1.87,388,3.92,2.13,395,3.99,2.2,0.95,0.94,0.48,0.48,1.35,130.0
84,386,1838,646990,344,3.51,1.65,363,3.7,1.67,373,3.81,1.84,0.95,0.93,0.5,0.49,1.96,132.88
85,464,1766,1148124,353,3.12,1.55,402,3.56,1.87,437,3.87,3.85,0.95,0.94,0.52,0.51,0.47,125.41
86,456,2928,972882,378,3.53,1.8,403,3.77,2.05,436,4.07,3.66,0.95,0.91,0.47,0.47,0.48,126.12
87,501,1284,330583,414,3.8,2.04,446,4.09,1.99,483,4.43,3.26,0.94,0.91,0.47,0.46,0.59,131.25
88,431,5481,3776746,353,3.33,1.63,379,3.58,1.86,414,3.91,3.21,0.94,0.93,0.45,0.43,1.04,134.16
89,421,1407,895173,343,3.24,2.1,374,3.53,2.44,402,3.79,3.06,0.97,0.96,0.5,0.5,0.42,127.23
90,392,9276,7534686,329,3.26,1.55,368,3.64,2.3,371,3.67,2.11,0.93,0.9,0.5,0.5,0.72,126.81
91,400,3660,1567200,333,3.43,2.0,361,3.72,2.34,370,3.81,2.43,0.95,0.94,0.51,0.52,1.25,116.38
92,412,8436,4554321,353,3.3,1.82,374,3.5,1.9,391,3.65,2.3,0.93,0.91,0.46,0.43,1.63,125.08
93,424,1541,731786,355,3.41,1.99,404,3.88,2.35,393,3.78,2.45,0.95,0.91,0.5,0.49,1.11,122.4
94,443,4386,2598163,353,3.43,2.02,409,3.97,2.96,400,3.88,2.51,0.94,0.91,0.46,0.46,1.29,130.25
