id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,27,136,18578,25,6.25,2.63,22,5.5,2.38,25,6.25,2.63,0.51,0.43,0.42,0.48,9.28,133.65
1,43,552,72427,32,8.0,2.0,36,9.0,3.16,35,8.75,1.71,0.54,0.53,0.46,0.49,10.96,112.74
2,36,411,45972,26,6.5,3.11,26,6.5,3.32,33,8.25,4.92,0.56,0.54,0.33,0.36,13.26,95.98
3,38,373,45069,25,8.33,1.15,25,8.33,2.89,31,10.33,2.52,0.67,0.67,0.38,0.43,22.84,102.28
4,17,275,27510,16,5.33,1.53,15,5.0,1.0,16,5.33,1.53,0.57,0.52,0.43,0.47,1.56,100.39
5,30,304,43112,25,6.25,1.71,26,6.5,3.11,27,6.75,2.06,0.66,0.59,0.5,0.5,7.68,88.52
6,26,172,21585,24,6.0,3.27,23,5.75,3.77,25,6.25,3.69,0.54,0.53,0.43,0.5,13.0,119.28
7,27,456,51633,22,5.5,1.0,23,5.75,1.71,25,6.25,1.71,0.7,0.66,0.32,0.39,11.45,118.61
8,37,345,53729,30,7.5,4.65,37,9.25,6.13,33,8.25,4.92,0.84,0.7,0.46,0.47,4.27,116.87
9,28,360,46890,22,7.33,2.08,23,7.67,2.08,26,8.67,2.31,0.67,0.66,0.65,0.69,17.79,89.62
10,36,466,66015,28,7.0,3.37,30,7.5,4.04,33,8.25,3.59,0.59,0.56,0.51,0.56,2.04,107.28
11,28,217,29655,22,7.33,2.52,27,9.0,5.2,25,8.33,3.21,0.73,0.71,0.51,0.57,0.9,100.46
12,26,435,43839,20,6.67,2.08,16,5.33,1.53,25,8.33,4.16,0.65,0.66,0.57,0.62,28.79,128.9
13,59,563,85431,24,6.0,2.45,50,12.5,17.0,28,7.0,2.16,0.46,0.4,0.34,0.4,9.12,111.89
14,65,506,78063,27,6.75,4.5,55,13.75,16.46,35,8.75,3.77,0.45,0.4,0.44,0.48,3.01,105.21
15,18,98,14363,13,6.5,2.12,11,5.5,4.95,15,7.5,0.71,0.51,0.5,0.48,0.54,13.43,133.98
16,15,180,27461,10,3.33,1.53,15,5.0,2.65,12,4.0,1.73,1.0,1.0,0.34,0.39,1.37,138.02
17,30,384,177126,28,7.0,1.63,28,7.0,1.41,30,7.5,1.29,0.71,0.64,0.36,0.34,5.77,145.94
18,28,274,25730,22,5.5,2.65,18,4.5,1.73,27,6.75,4.11,0.59,0.49,0.35,0.44,21.24,134.24
19,24,301,30626,21,10.5,6.36,14,7.0,1.41,24,12.0,8.49,0.52,0.51,0.32,0.34,34.43,102.0
20,19,125,17278,17,5.67,2.08,18,6.0,3.46,19,6.33,3.21,0.73,0.69,0.49,0.56,20.38,130.92
21,27,9252,8594322,20,5.0,2.45,23,5.75,2.22,20,5.0,2.45,0.74,0.68,0.32,0.24,5.58,98.5
22,14,2622,2289988,14,4.67,0.58,13,4.33,0.58,14,4.67,0.58,0.7,0.69,0.35,0.3,14.14,99.65
23,14,154,24324,11,3.67,0.58,14,4.67,1.53,11,3.67,0.58,1.0,1.0,0.36,0.41,0.95,121.08
24,8,5360,4998969,7,3.5,0.71,7,3.5,0.71,7,3.5,0.71,0.51,0.5,0.66,0.5,7.72,83.25
25,22,468,189846,19,4.75,2.75,20,5.0,2.94,20,5.0,3.16,0.53,0.52,0.38,0.31,9.35,106.16
26,26,405,90591,20,6.67,1.53,23,7.67,1.53,20,6.67,1.53,0.73,0.7,0.62,0.61,20.58,103.41
27,17,221,31931,12,4.0,2.65,16,5.33,2.89,17,5.67,2.31,0.67,0.67,0.43,0.46,40.81,63.49
28,29,431,53927,25,6.25,3.3,26,6.5,3.87,27,6.75,3.5,0.53,0.52,0.57,0.61,6.36,121.39
29,30,6950,6041979,21,5.25,2.36,25,6.25,4.43,26,6.5,2.52,0.52,0.52,0.4,0.34,25.93,88.67
30,20,332,48502,13,4.33,0.58,17,5.67,4.04,16,5.33,2.31,0.66,0.66,0.57,0.57,32.45,101.39
31,18,4759,4345543,15,3.75,2.22,15,3.75,2.75,17,4.25,2.5,0.5,0.5,0.42,0.36,34.38,61.68
32,18,171,24014,13,4.33,2.52,16,5.33,4.51,14,4.67,2.52,0.67,0.67,0.57,0.57,33.47,86.8
33,8,152,17836,7,3.5,0.71,7,3.5,0.71,7,3.5,0.71,0.53,0.52,0.77,0.82,1.92,154.62
34,14,274,66983,14,4.67,2.31,13,4.33,2.08,14,4.67,2.31,0.71,0.68,0.4,0.32,20.79,77.11
35,19,234,32785,17,5.67,3.79,17,5.67,5.69,17,5.67,3.79,0.66,0.67,0.4,0.41,1.22,102.42
36,13,123,15288,13,4.33,1.15,12,4.0,1.0,13,4.33,1.15,0.55,0.49,0.31,0.34,12.6,67.4
37,10,384,206827,8,4.0,2.83,10,5.0,4.24,9,4.5,3.54,0.66,0.6,0.37,0.24,5.7,131.0
38,15,130,22686,8,2.0,1.41,15,3.75,4.27,9,2.25,1.89,0.33,0.26,0.52,0.57,0.82,71.19
39,21,175,28736,10,3.33,1.53,19,6.33,6.66,12,4.0,1.73,0.53,0.47,0.68,0.69,2.49,63.49
40,20,265,39595,12,4.0,1.0,14,4.67,4.73,16,5.33,0.58,0.41,0.36,0.51,0.54,47.33,132.03
41,19,81,9456,15,3.75,2.06,15,3.75,1.26,17,4.25,1.71,0.62,0.51,0.31,0.36,8.64,105.42
42,15,111,12347,13,4.33,2.31,11,3.67,1.53,14,4.67,2.89,0.43,0.39,0.43,0.48,2.25,108.89
43,9,82,11774,9,4.5,0.71,9,4.5,0.71,9,4.5,0.71,0.6,0.57,0.24,0.26,3.76,95.02
44,15,102,13508,13,4.33,1.15,10,3.33,0.58,15,5.0,2.0,0.68,0.66,0.42,0.47,24.94,114.59
45,17,249,32392,15,5.0,2.65,16,5.33,4.04,17,5.67,3.79,0.51,0.48,0.24,0.27,6.68,109.67
46,20,283,28164,13,4.33,1.15,12,4.0,3.61,18,6.0,1.0,0.3,0.32,0.58,0.59,32.82,98.27
