id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,1513,6612,1397399,362,16.45,41.07,388,17.64,40.47,731,33.23,113.89,0.77,0.75,0.4,0.44,1.24,115.7
1,1334,6373,1348435,342,17.1,40.83,365,18.25,39.85,641,32.05,101.98,0.81,0.79,0.44,0.48,2.27,116.99
2,1005,6311,1918607,288,15.16,37.35,352,18.53,49.62,527,27.74,88.5,0.76,0.73,0.4,0.46,1.24,112.81
3,1065,5907,1405743,336,15.27,37.35,350,15.91,35.9,609,27.68,89.92,0.76,0.71,0.45,0.48,2.67,117.74
4,1403,7043,1471931,358,17.9,41.7,379,18.95,41.44,711,35.55,114.41,0.79,0.78,0.43,0.48,1.27,107.82
5,1356,6373,1499276,374,17.81,43.89,389,18.52,36.63,693,33.0,108.9,0.81,0.79,0.47,0.51,2.43,116.52
6,1404,9743,5231794,360,17.14,41.18,394,18.76,40.95,702,33.43,108.89,0.83,0.8,0.46,0.46,1.94,110.43
7,1206,7423,2965301,356,16.95,38.28,363,17.29,36.8,642,30.57,95.08,0.76,0.74,0.54,0.59,2.33,101.79
8,1365,7269,1782153,366,17.43,42.53,392,18.67,44.33,719,34.24,111.01,0.75,0.75,0.49,0.52,1.54,100.88
9,1328,7476,2455653,363,16.5,38.95,389,17.68,41.31,676,30.73,99.81,0.8,0.77,0.44,0.5,1.76,105.9
10,1421,7262,1638232,371,16.86,37.29,391,17.77,38.95,695,31.59,98.72,0.81,0.81,0.48,0.51,1.95,93.44
11,1568,7305,1665154,394,18.76,48.29,390,18.57,39.58,742,35.33,117.78,0.82,0.81,0.52,0.58,2.24,106.38
12,1755,8027,2095779,423,18.39,47.75,401,17.43,37.89,792,34.43,118.11,0.75,0.75,0.44,0.47,2.57,100.43
13,1564,7763,1891741,406,17.65,44.23,419,18.22,41.66,761,33.09,111.02,0.75,0.74,0.43,0.46,4.33,109.2
14,1956,8912,3400335,502,22.82,51.18,412,18.73,41.16,920,41.82,121.44,0.8,0.8,0.44,0.47,2.09,87.11
15,1788,7733,2360696,429,18.65,51.62,381,16.57,37.65,813,35.35,127.51,0.79,0.79,0.53,0.57,3.74,112.53
16,1727,7228,1823877,392,17.04,43.67,368,16.0,34.27,712,30.96,105.57,0.76,0.75,0.46,0.47,1.5,109.89
17,2277,10325,4388401,411,17.87,54.63,382,16.61,41.86,872,37.91,145.69,0.83,0.85,0.48,0.5,1.77,110.37
18,2450,10328,3325895,419,18.22,54.1,386,16.78,41.3,906,39.39,149.73,0.8,0.79,0.47,0.52,2.52,84.94
19,2226,9576,2678541,374,18.7,55.69,342,17.1,41.43,852,42.6,158.3,0.84,0.84,0.46,0.48,4.88,88.71
20,2423,9749,3074670,402,19.14,57.32,357,17.0,40.14,895,42.62,159.36,0.78,0.74,0.48,0.52,2.38,97.3
21,2234,32619,37185556,394,17.91,55.91,319,14.5,36.85,844,38.36,147.8,0.79,0.77,0.52,0.53,2.93,97.77
22,2321,7664,2117913,372,17.71,53.26,297,14.14,33.16,817,38.9,145.77,0.77,0.76,0.49,0.57,3.11,104.15
23,2802,15972,12400253,401,22.28,67.61,279,15.5,37.67,923,51.28,187.63,0.86,0.86,0.44,0.48,3.84,107.05
24,2917,10621,4232511,368,20.44,62.55,273,15.17,41.21,860,47.78,177.26,0.75,0.71,0.57,0.6,3.78,109.99
25,2579,10720,6549106,361,19.0,59.61,241,12.68,32.16,794,41.79,155.31,0.64,0.64,0.47,0.49,1.37,100.84
26,2764,8598,3627339,390,17.73,55.95,270,12.27,28.42,830,37.73,146.61,0.8,0.8,0.48,0.51,2.02,109.44
27,2761,8239,2656953,418,19.0,65.03,268,12.18,30.73,920,41.82,169.36,0.78,0.78,0.48,0.53,2.11,97.38
28,2894,8603,3596457,358,21.06,67.53,216,12.71,32.18,843,49.59,181.81,0.73,0.73,0.55,0.57,0.8,94.47
29,3179,9249,3674234,419,19.05,64.36,275,12.5,32.83,960,43.64,175.89,0.73,0.7,0.52,0.58,1.62,130.25
30,3474,12310,6504543,413,24.29,76.51,218,12.82,31.55,989,58.18,215.4,0.71,0.67,0.45,0.46,1.93,98.0
31,2665,8400,3666365,362,18.1,60.75,222,11.1,26.3,841,42.05,165.47,0.8,0.78,0.54,0.6,1.35,102.4
32,2826,8489,4032806,381,19.05,62.25,187,9.35,23.29,864,43.2,167.36,0.62,0.6,0.51,0.55,0.64,93.48
33,2848,7780,2622022,365,20.28,66.37,207,11.5,31.15,876,48.67,184.79,0.68,0.66,0.54,0.59,1.34,97.0
34,2717,13216,4420295,391,20.58,66.06,204,10.74,24.31,863,45.42,171.41,0.67,0.65,0.57,0.59,0.85,108.52
35,3063,7875,2988210,379,21.06,70.68,195,10.83,27.63,915,50.83,186.29,0.72,0.72,0.54,0.57,2.74,118.19
36,3195,10838,5438061,386,17.55,64.67,207,9.41,26.77,918,41.73,174.75,0.69,0.65,0.48,0.53,4.25,106.98
37,2736,10935,5919858,365,16.59,56.42,239,10.86,27.7,840,38.18,154.77,0.73,0.71,0.45,0.47,1.02,99.86
38,2804,8391,3363858,361,18.05,58.4,223,11.15,26.7,907,45.35,168.96,0.71,0.72,0.46,0.49,2.23,105.6
39,2770,6977,2131339,414,23.0,72.97,200,11.11,24.79,864,48.0,172.66,0.77,0.78,0.43,0.47,2.82,101.82
40,2722,9986,6149445,400,22.22,67.87,228,12.67,25.47,922,51.22,175.2,0.79,0.77,0.5,0.51,2.58,109.07
41,3364,9129,3316311,430,21.5,70.3,248,12.4,27.44,1045,52.25,189.66,0.76,0.75,0.48,0.53,1.21,103.77
42,3901,8964,2382232,437,23.0,77.27,218,11.47,27.1,1105,58.16,211.1,0.77,0.79,0.49,0.52,0.74,122.69
43,3461,16099,13269118,426,22.42,76.45,243,12.79,32.58,1075,56.58,204.89,0.7,0.66,0.52,0.6,1.69,117.72
44,3244,8940,2146122,401,21.11,66.61,250,13.16,29.44,1023,53.84,185.16,0.73,0.73,0.46,0.52,1.77,116.15
45,3049,8123,2730981,394,23.18,74.2,244,14.35,35.29,911,53.59,196.23,0.7,0.68,0.55,0.56,2.19,110.75
46,3379,9017,2853906,418,20.9,70.91,248,12.4,25.38,942,47.1,184.06,0.78,0.79,0.55,0.6,1.89,91.15
47,3464,10046,4124165,445,20.23,68.8,264,12.0,24.67,983,44.68,179.68,0.72,0.72,0.53,0.56,2.17,87.61
48,3522,9453,2678602,440,23.16,75.56,261,13.74,33.78,1044,54.95,211.92,0.74,0.76,0.58,0.55,1.85,91.32
