id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,12,624,64385,9,3.0,1.0,10,3.33,0.58,10,3.33,0.58,0.45,0.43,0.39,0.42,16.61,207.28
2,12,343,67166,8,4.0,2.83,9,4.5,2.12,11,5.5,3.54,0.94,0.98,0.54,0.58,108.2,100.89
3,17,841,95199,12,4.0,1.0,13,4.33,1.53,17,5.67,3.79,0.33,0.26,0.44,0.52,26.18,176.6
4,9,115,10324,9,3.0,1.0,9,3.0,1.0,9,3.0,1.0,0.63,0.53,0.42,0.53,49.22,149.83
5,11,45,14655,10,5.0,1.41,11,5.5,2.12,11,5.5,2.12,0.84,0.78,0.41,0.65,2.94,136.57
6,7,10,536,7,3.5,0.71,6,3.0,0.0,7,3.5,0.71,0.42,0.38,0.21,0.18,0.32,158.92
7,14,1102,132405,14,4.67,2.08,14,4.67,2.08,14,4.67,2.08,0.47,0.46,0.34,0.38,28.27,226.79
9,9,765,84553,9,4.5,2.12,9,4.5,2.12,9,4.5,2.12,0.2,0.12,0.4,0.47,50.2,107.08
11,13,34,7453,11,5.5,0.71,12,6.0,1.41,12,6.0,0.0,0.84,0.8,0.27,0.56,0.04,161.38
13,8,1095,137701,8,4.0,1.41,8,4.0,1.41,8,4.0,1.41,0.31,0.3,0.5,0.55,68.26,136.86
14,14,771,91613,14,7.0,1.41,14,7.0,1.41,14,7.0,1.41,0.32,0.29,0.38,0.44,37.1,124.16
17,10,62,37334,7,3.5,0.71,9,4.5,2.12,7,3.5,0.71,0.81,0.8,0.36,0.36,1.86,148.95
18,6,842,98181,6,3.0,1.41,6,3.0,1.41,6,3.0,1.41,0.02,0.0,0.48,0.55,55.33,129.62
22,5,627,65952,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,0.25,0.2,0.5,0.58,49.68,171.25
25,15,1187,529969,7,3.5,0.71,15,7.5,3.54,8,4.0,1.41,0.5,0.5,0.48,0.84,30.78,112.4
26,6,118,10344,6,3.0,1.41,6,3.0,1.41,6,3.0,1.41,0.94,0.97,0.48,0.5,42.4,83.88
27,5,6,328,5,2.5,2.12,5,2.5,2.12,5,2.5,2.12,0.5,0.5,0.38,0.38,0.0,139.5
28,12,21,1036,12,4.0,1.0,11,3.67,0.58,12,4.0,1.0,0.67,0.63,0.36,0.4,0.7,150.01
29,8,746,368788,6,3.0,2.83,7,3.5,3.54,7,3.5,3.54,0.46,0.49,0.48,0.82,150.92,83.72
32,6,505,74566,4,2.0,0.0,6,3.0,1.41,6,3.0,1.41,0.62,0.57,0.58,0.56,81.97,66.12
