id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
16395,9,24,998,6,3.0,0.0,6,3.0,0.0,6,3.0,0.0,0.93,0.9,0.14,0.16,7.25,249.55
16668,5,6,324,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,0.88,0.81,0.5,0.48,0.0,133.0
16689,4,7,371,3,1.5,0.71,4,2.0,0.0,4,2.0,0.0,1.0,1.0,1.0,1.0,0.51,156.0
17486,3,10,2279,3,1.5,0.71,3,1.5,0.71,3,1.5,0.71,1.0,1.0,1.0,1.0,0.1,156.0
17911,4,4,172,4,2.0,0.0,4,2.0,0.0,4,2.0,0.0,0.75,0.72,0.5,0.48,0.0,154.25
18330,28,263,40580,7,3.5,0.71,26,13.0,14.14,8,4.0,0.0,0.75,0.66,0.3,0.26,1.13,111.0
18331,24,268,42026,4,2.0,0.0,24,12.0,14.14,4,2.0,0.0,1.0,1.0,0.32,0.31,1.03,105.82
18333,31,327,49599,5,2.5,0.71,28,14.0,15.56,8,4.0,2.83,0.62,0.56,0.33,0.3,1.94,69.22
18337,23,223,34372,4,2.0,0.0,22,11.0,9.9,6,3.0,1.41,1.0,1.0,0.45,0.43,0.94,163.86
18338,28,285,44256,3,1.5,0.71,24,12.0,14.14,3,1.5,0.71,1.0,1.0,0.55,0.54,1.07,152.99
18339,40,363,54991,4,2.0,0.0,30,15.0,18.38,5,2.5,0.71,1.0,1.0,0.46,0.44,0.86,171.76
18340,38,395,59510,5,2.5,2.12,31,15.5,20.51,5,2.5,2.12,1.0,1.0,0.49,0.48,0.94,163.69
18341,34,356,53565,7,3.5,0.71,32,16.0,16.97,8,4.0,0.0,1.0,1.0,0.88,0.87,0.88,164.16
18342,22,134,23904,6,3.0,1.41,15,7.5,3.54,7,3.5,2.12,1.0,1.0,0.51,0.55,5.74,158.26
18343,40,372,56951,7,3.5,0.71,34,17.0,19.8,9,4.5,0.71,0.86,0.77,0.46,0.4,0.86,126.42
18344,31,268,40624,5,2.5,0.71,23,11.5,13.44,5,2.5,0.71,1.0,1.0,0.44,0.43,0.92,162.0
18345,22,200,31062,5,2.5,0.71,19,9.5,9.19,5,2.5,0.71,0.92,0.62,0.38,0.25,0.95,144.44
18346,23,271,41050,4,2.0,0.0,23,11.5,13.44,4,2.0,0.0,1.0,1.0,0.74,0.73,1.15,158.65
18349,35,366,56574,6,3.0,0.0,33,16.5,19.09,6,3.0,0.0,1.0,1.0,0.43,0.4,0.92,130.42
18350,24,226,34528,5,2.5,0.71,21,10.5,12.02,5,2.5,0.71,1.0,1.0,0.38,0.36,0.9,168.78
18351,39,423,65104,7,3.5,2.12,36,18.0,19.8,7,3.5,2.12,0.75,0.66,0.6,0.6,1.0,137.7
18352,20,205,30926,5,2.5,0.71,20,10.0,8.49,5,2.5,0.71,0.8,0.71,0.65,0.62,0.96,133.69
18353,27,255,38777,6,3.0,1.41,24,12.0,14.14,6,3.0,1.41,1.0,1.0,0.46,0.46,0.86,170.58
18356,27,299,45165,6,3.0,0.0,27,13.5,14.85,6,3.0,0.0,0.8,0.83,0.45,0.43,1.02,127.02
18357,30,382,58943,2,1.0,0.0,30,15.0,19.8,2,1.0,0.0,1.0,1.0,0.8,0.78,1.06,153.76
18358,25,283,42995,5,2.5,0.71,25,12.5,13.44,5,2.5,0.71,1.0,1.0,0.55,0.54,1.04,158.66
18359,25,276,42527,5,2.5,0.71,24,12.0,12.73,5,2.5,0.71,1.0,1.0,0.48,0.46,1.06,151.86
18360,27,286,44197,5,2.5,0.71,26,13.0,15.56,6,3.0,1.41,1.0,1.0,0.38,0.36,1.06,118.94
18361,28,336,51447,4,2.0,1.41,27,13.5,17.68,4,2.0,1.41,1.0,1.0,0.78,0.77,1.12,160.76
18362,27,285,42482,7,3.5,2.12,26,13.0,15.56,7,3.5,2.12,1.0,1.0,0.76,0.76,0.94,163.33
18363,18,200,30569,3,1.5,0.71,18,9.0,11.31,4,2.0,1.41,1.0,1.0,0.5,0.48,1.05,155.53
18365,33,373,57646,6,3.0,0.0,31,15.5,17.68,6,3.0,0.0,1.0,1.0,0.74,0.72,1.1,159.6
18366,29,321,49041,6,3.0,0.0,28,14.0,15.56,6,3.0,0.0,0.9,0.84,0.62,0.55,1.22,105.97
18368,30,326,50021,5,2.5,0.71,28,14.0,14.14,6,3.0,1.41,1.0,1.0,0.44,0.44,1.19,156.76
18369,40,351,53202,7,3.5,0.71,32,16.0,18.38,8,4.0,1.41,1.0,1.0,0.4,0.4,0.92,162.03
18370,22,153,22844,4,2.0,1.41,15,7.5,4.95,9,4.5,4.95,0.77,0.68,0.28,0.24,1.16,104.36
18371,27,192,28235,8,4.0,4.24,20,10.0,2.83,12,6.0,7.07,0.86,0.78,0.5,0.45,1.25,123.32
18372,27,223,32510,7,3.5,2.12,21,10.5,7.78,9,4.5,3.54,0.75,0.66,0.48,0.47,1.15,144.28
18373,27,271,40344,7,3.5,2.12,25,12.5,10.61,7,3.5,2.12,0.94,0.89,0.4,0.44,1.15,159.33
18374,11,77,10873,5,2.5,0.71,9,4.5,3.54,5,2.5,0.71,0.7,0.62,0.61,0.69,0.93,191.36
18375,30,310,47195,6,3.0,0.0,27,13.5,14.85,6,3.0,0.0,1.0,1.0,0.39,0.38,1.11,163.65
18376,38,377,57846,6,3.0,0.0,31,15.5,17.68,6,3.0,0.0,1.0,1.0,0.26,0.26,1.06,145.93
18377,38,412,63749,4,2.0,0.0,33,16.5,20.51,4,2.0,0.0,1.0,1.0,0.36,0.35,1.06,160.2
18380,16,158,24060,4,2.0,0.0,15,7.5,7.78,4,2.0,0.0,1.0,1.0,0.49,0.48,0.95,162.12
18382,25,250,38452,7,3.5,0.71,25,12.5,12.02,7,3.5,0.71,1.0,1.0,0.48,0.45,1.0,157.35
18383,38,373,56351,6,3.0,0.0,29,14.5,16.26,7,3.5,0.71,0.86,0.79,0.52,0.52,1.28,148.22
18384,36,298,43611,9,4.5,0.71,28,14.0,14.14,9,4.5,0.71,0.97,0.94,0.42,0.4,0.86,161.97
18385,43,386,57737,9,4.5,0.71,35,17.5,19.09,9,4.5,0.71,0.82,0.75,0.64,0.68,1.28,158.03
18386,21,150,21239,8,4.0,0.0,19,9.5,4.95,10,5.0,1.41,1.0,1.0,0.84,0.84,0.78,177.78
18387,24,197,29034,6,3.0,2.83,19,9.5,4.95,7,3.5,3.54,1.0,1.0,0.8,0.8,1.0,145.08
18388,13,66,11337,3,1.5,0.71,7,3.5,3.54,4,2.0,1.41,1.0,1.0,0.48,0.53,7.91,203.98
18389,25,263,40553,4,2.0,1.41,23,11.5,14.85,4,2.0,1.41,1.0,1.0,0.79,0.78,0.95,162.57
18390,28,259,38890,5,2.5,0.71,23,11.5,12.02,5,2.5,0.71,1.0,1.0,0.45,0.44,1.01,159.05
18391,39,315,47046,5,2.5,0.71,28,14.0,15.56,6,3.0,0.0,1.0,1.0,0.48,0.48,0.9,168.15
18586,29,285,43125,7,3.5,0.71,28,14.0,12.73,8,4.0,1.41,1.0,1.0,0.4,0.38,0.94,122.57
18588,35,426,66464,3,1.5,0.71,33,16.5,20.51,3,1.5,0.71,0.75,0.68,0.51,0.44,0.98,101.42
18590,36,382,59240,7,3.5,3.54,36,18.0,15.56,8,4.0,4.24,0.94,0.93,0.44,0.4,1.04,115.11
18593,30,352,54602,4,2.0,0.0,27,13.5,16.26,4,2.0,0.0,1.0,1.0,0.45,0.44,1.0,155.25
18594,30,345,53574,5,2.5,0.71,28,14.0,15.56,5,2.5,0.71,1.0,1.0,0.79,0.78,0.98,157.11
18595,26,300,45261,5,2.5,0.71,26,13.0,14.14,5,2.5,0.71,1.0,1.0,0.85,0.84,0.97,153.94
18596,27,283,43638,6,3.0,2.83,26,13.0,11.31,7,3.5,2.12,1.0,1.0,0.44,0.43,1.14,118.68
18597,26,320,48966,3,1.5,0.71,24,12.0,14.14,3,1.5,0.71,1.0,1.0,0.56,0.55,1.03,152.96
18598,28,344,52934,3,1.5,0.71,27,13.5,17.68,3,1.5,0.71,1.0,1.0,0.76,0.76,1.0,156.68
18599,23,260,39288,5,2.5,0.71,23,11.5,12.02,5,2.5,0.71,1.0,1.0,0.6,0.58,1.06,135.86
18601,14,168,26627,2,1.0,0.0,14,7.0,8.49,2,1.0,0.0,1.0,1.0,0.72,0.7,1.09,152.62
18602,18,211,32757,3,1.5,0.71,18,9.0,11.31,3,1.5,0.71,1.0,1.0,0.71,0.7,1.05,152.3
18603,23,277,42765,3,1.5,0.71,23,11.5,14.85,3,1.5,0.71,1.0,1.0,0.76,0.75,1.01,153.05
18605,20,249,37994,3,1.5,0.71,19,9.5,12.02,3,1.5,0.71,1.0,1.0,0.62,0.62,1.0,157.6
18607,20,199,30627,5,2.5,2.12,19,9.5,7.78,6,3.0,2.83,0.75,0.66,0.44,0.34,1.19,108.74
18608,14,173,26930,2,1.0,0.0,14,7.0,8.49,2,1.0,0.0,1.0,1.0,0.76,0.74,1.17,153.04
18610,22,225,35143,6,3.0,0.0,22,11.0,11.31,6,3.0,0.0,1.0,1.0,0.38,0.36,1.01,163.36
18611,18,165,25114,6,3.0,1.41,17,8.5,6.36,6,3.0,1.41,0.86,0.78,0.52,0.49,1.0,109.47
18615,14,156,23160,4,2.0,1.41,14,7.0,5.66,4,2.0,1.41,0.84,0.74,0.62,0.68,1.17,119.66
18932,5,8,415,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,1.0,1.0,0.66,0.67,0.03,171.67
19205,5,25,4003,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,0.75,0.66,0.46,0.46,3.76,131.66
20408,11,109,16010,4,2.0,1.41,11,5.5,6.36,4,2.0,1.41,1.0,1.0,0.88,0.88,0.9,173.9
20410,26,276,42553,6,3.0,0.0,25,12.5,13.44,6,3.0,0.0,1.0,1.0,0.4,0.39,1.06,127.45
20411,28,271,40909,8,4.0,0.0,26,13.0,12.73,8,4.0,0.0,1.0,1.0,0.54,0.52,1.0,140.27
20412,22,215,32608,6,3.0,2.83,22,11.0,7.07,6,3.0,2.83,1.0,1.0,0.48,0.47,1.16,137.5
20413,36,406,63911,5,2.5,0.71,35,17.5,20.51,5,2.5,0.71,1.0,1.0,0.45,0.44,1.16,155.52
20414,39,395,60092,8,4.0,0.0,37,18.5,20.51,9,4.5,0.71,1.0,1.0,0.38,0.36,1.48,131.23
20415,32,343,53965,6,3.0,0.0,32,16.0,18.38,6,3.0,0.0,1.0,1.0,0.4,0.39,1.1,123.19
20417,34,387,60412,5,2.5,0.71,32,16.0,19.8,5,2.5,0.71,1.0,1.0,0.48,0.46,1.12,122.16
20418,31,317,48692,7,3.5,2.12,30,15.0,12.73,8,4.0,2.83,1.0,1.0,0.48,0.46,1.1,102.92
20419,35,392,60791,5,2.5,0.71,34,17.0,19.8,6,3.0,1.41,0.66,0.6,0.48,0.48,1.12,99.82
20420,38,324,49351,13,6.5,0.71,35,17.5,14.85,15,7.5,2.12,0.79,0.67,0.36,0.35,0.96,128.22
20421,32,347,53311,4,2.0,0.0,29,14.5,17.68,7,3.5,2.12,0.56,0.54,0.66,0.67,1.49,92.66
20422,37,415,64645,6,3.0,0.0,36,18.0,21.21,6,3.0,0.0,0.75,0.66,0.38,0.32,1.52,120.42
20424,25,289,44565,4,2.0,0.0,25,12.5,14.85,4,2.0,0.0,1.0,1.0,0.36,0.35,1.11,158.14
20426,26,287,44546,5,2.5,0.71,26,13.0,14.14,5,2.5,0.71,0.84,0.8,0.45,0.4,1.08,91.21
20427,27,321,50258,3,1.5,0.71,27,13.5,16.26,3,1.5,0.71,1.0,1.0,0.54,0.53,1.12,154.21
20428,22,271,41605,2,1.0,0.0,22,11.0,14.14,2,1.0,0.0,1.0,1.0,0.53,0.5,1.14,51.34
20429,32,359,56228,5,2.5,2.12,30,15.0,19.8,5,2.5,2.12,1.0,1.0,0.48,0.47,1.03,162.29
20430,24,272,42326,4,2.0,0.0,24,12.0,14.14,4,2.0,0.0,1.0,1.0,0.5,0.5,1.12,157.36
20431,31,351,54604,5,2.5,2.12,31,15.5,20.51,5,2.5,2.12,1.0,1.0,0.52,0.5,1.03,59.88
20432,23,245,38201,4,2.0,1.41,23,11.5,10.61,5,2.5,2.12,1.0,1.0,0.57,0.56,1.18,154.04
20433,35,429,65541,3,1.5,0.71,35,17.5,23.33,3,1.5,0.71,1.0,1.0,0.55,0.54,1.1,50.42
20435,24,262,40490,5,2.5,0.71,24,12.0,12.73,5,2.5,0.71,1.0,1.0,0.6,0.58,1.08,124.45
20436,26,277,42587,6,3.0,1.41,25,12.5,14.85,6,3.0,1.41,1.0,1.0,0.49,0.48,0.98,117.81
20440,23,250,38472,5,2.5,0.71,22,11.0,11.31,5,2.5,0.71,1.0,1.0,0.37,0.36,1.12,152.12
20441,37,431,67896,4,2.0,0.0,36,18.0,22.63,4,2.0,0.0,1.0,1.0,0.36,0.34,1.13,151.78
20442,38,409,62737,8,4.0,1.41,38,19.0,19.8,8,4.0,1.41,1.0,1.0,0.35,0.34,1.14,154.88
20443,30,335,52301,5,2.5,0.71,30,15.0,18.38,5,2.5,0.71,1.0,1.0,0.31,0.29,1.46,108.66
20446,35,383,59413,5,2.5,0.71,34,17.0,19.8,5,2.5,0.71,0.9,0.84,0.34,0.32,1.12,89.94
20448,22,252,39924,3,1.5,0.71,22,11.0,14.14,3,1.5,0.71,1.0,1.0,0.72,0.7,1.09,158.55
20449,45,452,70388,5,2.5,0.71,36,18.0,22.63,5,2.5,0.71,0.61,0.61,0.27,0.26,1.09,144.66
20451,41,492,77395,3,1.5,0.71,39,19.5,26.16,3,1.5,0.71,1.0,1.0,0.34,0.34,1.18,153.06
20452,29,316,50204,5,2.5,0.71,28,14.0,15.56,5,2.5,0.71,0.93,0.68,0.44,0.29,1.24,100.58
