id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,722,75175,33588760,102,25.5,33.21,92,23.0,17.45,349,87.25,146.51,0.69,0.7,0.45,0.37,83.16,163.54
1,657,181526,94983603,88,22.0,29.35,83,20.75,18.87,297,74.25,123.93,0.75,0.75,0.4,0.24,99.72,174.58
2,552,239299,205605786,88,17.6,27.77,71,14.2,13.39,255,51.0,95.71,0.79,0.79,0.68,0.57,57.95,175.61
3,605,336310,264134622,85,21.25,27.96,74,18.5,15.86,289,72.25,121.39,0.75,0.75,0.5,0.39,94.66,168.22
4,697,304127,214847623,100,25.0,40.03,84,21.0,27.36,322,80.5,145.01,0.72,0.73,0.48,0.36,87.82,166.4
5,718,290958,182359754,100,25.0,36.18,89,22.25,19.79,322,80.5,132.03,0.74,0.75,0.42,0.32,82.75,171.9
6,677,307084,204533581,106,21.2,30.82,88,17.6,19.55,328,65.6,124.51,0.76,0.77,0.59,0.48,60.89,173.46
7,682,23058,6502520,98,19.6,27.26,118,23.6,29.48,307,61.4,113.43,0.78,0.78,0.48,0.4,42.53,149.16
8,638,251695,160332895,92,23.0,34.82,83,20.75,17.86,304,76.0,132.06,0.68,0.66,0.64,0.59,99.9,158.77
9,698,338504,182812917,96,24.0,36.67,109,27.25,33.61,315,78.75,135.57,0.75,0.75,0.52,0.34,91.36,171.22
10,825,65321,25387017,112,28.0,38.79,104,26.0,24.75,390,97.5,165.35,0.74,0.75,0.35,0.2,79.27,147.74
11,1005,113481,42888212,110,27.5,43.7,90,22.5,22.55,463,115.75,208.25,0.74,0.74,0.52,0.32,75.18,173.46
12,1215,175504,96566679,129,25.8,47.07,74,14.8,14.72,575,115.0,238.77,0.8,0.8,0.54,0.48,67.32,150.06
13,1201,136083,56511017,123,30.75,49.55,77,19.25,17.37,481,120.25,217.27,0.72,0.72,0.39,0.24,91.25,150.38
14,1270,148762,107237319,125,31.25,51.18,100,25.0,27.65,588,147.0,269.51,0.64,0.59,0.4,0.26,85.44,158.93
15,1290,137396,83121151,126,31.5,49.68,83,20.75,22.29,533,133.25,244.53,0.64,0.63,0.52,0.39,83.95,177.87
16,1266,650008,437967736,133,26.6,47.2,104,20.8,25.59,563,112.6,227.28,0.76,0.76,0.42,0.49,48.33,154.85
17,1264,80782,33446120,121,30.25,51.18,72,18.0,18.04,552,138.0,256.71,0.71,0.66,0.39,0.26,80.68,157.33
18,1222,168834,112322101,117,29.25,45.86,87,21.75,23.37,489,122.25,221.95,0.75,0.75,0.53,0.38,64.38,164.43
19,1383,316029,132037840,124,31.0,54.68,71,17.75,21.22,589,147.25,278.55,0.75,0.75,0.47,0.38,58.16,156.84
20,1377,216799,115946922,137,34.25,56.52,82,20.5,21.7,624,156.0,288.75,0.68,0.57,0.59,0.44,62.73,140.43
21,1319,349043,189987324,128,32.0,52.67,76,19.0,17.93,553,138.25,257.21,0.72,0.72,0.5,0.46,63.79,149.16
22,1260,387924,238397976,122,30.5,51.72,64,16.0,17.72,570,142.5,269.69,0.75,0.75,0.39,0.22,70.94,172.35
23,1095,318800,182255892,113,28.25,51.17,57,14.25,18.63,504,126.0,241.36,1.0,1.0,0.34,0.15,28.34,153.44
24,1227,64456,31821422,124,24.8,45.39,70,14.0,17.56,554,110.8,234.35,0.79,0.79,0.6,0.53,50.75,163.59
25,1296,145306,97666572,121,30.25,52.54,57,14.25,14.73,560,140.0,264.77,0.75,0.75,0.51,0.45,86.57,166.3
26,1247,592143,348682278,110,27.5,46.34,88,22.0,28.23,554,138.5,262.35,0.75,0.75,0.58,0.48,89.87,168.07
27,1225,500338,327451045,136,34.0,62.67,65,16.25,22.1,560,140.0,269.35,0.75,0.75,0.42,0.32,94.14,150.41
28,993,605031,362392946,121,30.25,53.87,74,18.5,23.36,501,125.25,237.26,0.75,0.75,0.66,0.56,65.67,123.66
29,1124,165212,103295851,112,37.33,55.14,52,17.33,14.29,507,169.0,276.28,0.66,0.67,0.32,0.33,91.74,149.52
30,1061,386696,333206079,135,33.75,56.22,72,18.0,18.28,501,125.25,232.55,0.75,0.75,0.54,0.58,64.37,166.77
31,1042,123818,80391972,115,28.75,47.52,75,18.75,23.94,509,127.25,241.19,0.75,0.75,0.5,0.41,72.02,173.4
32,1211,491115,329649379,125,31.25,55.84,58,14.5,16.66,541,135.25,256.52,0.75,0.75,0.46,0.34,106.44,164.66
33,824,335790,249289992,115,28.75,49.51,58,14.5,17.23,442,110.5,209.02,0.64,0.62,0.4,0.42,87.82,174.94
34,1010,257369,135589896,132,26.4,49.02,70,14.0,16.31,495,99.0,205.77,0.79,0.8,0.38,0.23,58.39,172.92
35,837,234514,79995447,117,29.25,47.17,58,14.5,13.7,449,112.25,208.53,0.7,0.56,0.42,0.23,76.89,158.66
36,1022,317876,281663188,121,30.25,52.51,48,12.0,12.88,500,125.0,238.67,0.75,0.75,0.54,0.44,88.65,166.98
37,1083,277630,218815472,122,30.5,52.34,68,17.0,18.67,509,127.25,238.55,0.71,0.7,0.52,0.41,73.93,164.39
38,955,251247,174533868,127,25.4,47.31,59,11.8,14.1,499,99.8,212.54,0.8,0.8,0.51,0.58,40.86,170.73
39,795,266432,136317119,113,28.25,45.24,54,13.5,11.39,422,105.5,194.35,0.7,0.64,0.58,0.4,89.93,170.39
40,1004,199984,125358559,118,29.5,50.38,64,16.0,19.03,512,128.0,244.02,0.74,0.74,0.52,0.34,43.94,134.96
41,981,239653,153697829,132,44.0,67.56,54,18.0,19.47,487,162.33,267.32,0.64,0.62,0.42,0.36,63.66,137.12
42,957,435809,305417720,111,27.75,47.52,56,14.0,14.45,485,121.25,229.2,0.75,0.75,0.43,0.36,80.28,176.79
43,894,395748,238331998,109,36.33,54.28,67,22.33,23.18,471,157.0,257.21,0.67,0.67,0.5,0.37,91.91,120.38
44,1087,149903,66913118,131,43.67,66.11,64,21.33,17.24,545,181.67,297.36,0.63,0.6,0.42,0.52,86.48,125.29
45,1033,190143,121818635,122,30.5,53.04,61,15.25,15.52,523,130.75,246.28,0.74,0.75,0.63,0.52,98.26,160.96
46,1070,630104,516635509,135,33.75,57.58,64,16.0,17.51,542,135.5,254.41,0.66,0.67,0.55,0.46,82.47,152.72
47,1180,726964,636377683,125,31.25,54.51,68,17.0,16.79,566,141.5,265.72,0.74,0.74,0.44,0.34,62.94,168.04
48,1191,501035,400472532,123,30.75,52.17,56,14.0,17.45,516,129.0,246.01,0.66,0.62,0.48,0.37,91.63,154.76
49,1139,572824,461638074,112,28.0,45.38,90,22.5,28.87,518,129.5,243.04,0.58,0.55,0.4,0.5,72.1,171.82
50,998,496565,358351272,128,32.0,54.67,75,18.75,24.3,521,130.25,246.51,0.75,0.75,0.42,0.24,74.25,164.04
51,886,339674,304174367,114,22.8,42.61,53,10.6,12.18,480,96.0,202.37,0.8,0.8,0.53,0.42,69.64,173.24
52,1249,301859,182356440,105,26.25,44.51,59,14.75,18.34,475,118.75,224.85,0.75,0.75,0.49,0.4,98.18,163.49
53,1362,379994,284553069,139,27.8,51.56,71,14.2,16.24,634,126.8,266.25,0.8,0.8,0.29,0.18,47.93,147.14
54,1134,437739,309071216,125,31.25,53.86,67,16.75,20.16,576,144.0,274.69,0.75,0.75,0.51,0.55,69.84,161.22
55,1066,264030,79877809,127,31.75,53.51,69,17.25,19.0,529,132.25,247.87,0.75,0.75,0.67,0.48,63.98,165.38
56,932,238371,124842542,119,29.75,52.18,51,12.75,16.86,459,114.75,220.17,0.75,0.75,0.44,0.4,73.2,158.72
57,929,110498,66522938,114,28.5,48.36,79,19.75,24.28,449,112.25,210.5,0.75,0.75,0.47,0.32,33.5,161.05
58,957,669325,602802302,109,27.25,45.87,64,16.0,17.93,477,119.25,223.92,0.75,0.75,0.68,0.54,74.85,178.03
