id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,127,486,43562,34,17.0,12.73,33,16.5,10.61,93,46.5,48.79,0.49,0.49,0.42,0.44,10.94,135.54
1,122,392,157379,32,16.0,8.49,26,13.0,7.07,84,42.0,39.6,0.47,0.5,0.61,0.72,9.83,132.88
2,111,488,44791,33,16.5,9.19,36,18.0,12.73,71,35.5,31.82,0.43,0.43,0.4,0.42,6.66,136.6
3,124,709,73468,34,17.0,2.83,28,14.0,12.73,85,42.5,33.23,0.29,0.34,0.46,0.48,14.12,117.98
4,117,386,40423,31,15.5,7.78,29,14.5,12.02,77,38.5,36.06,0.49,0.5,0.43,0.39,2.91,127.8
5,128,483,57386,34,17.0,8.49,31,15.5,12.02,89,44.5,43.13,0.48,0.45,0.52,0.51,16.01,132.56
6,148,399,49367,35,17.5,12.02,31,15.5,9.19,103,51.5,53.03,0.53,0.52,0.42,0.4,3.67,129.95
7,136,589,52126,36,18.0,8.49,35,17.5,14.85,102,51.0,50.91,0.34,0.34,0.46,0.5,7.16,128.06
8,135,482,51958,32,16.0,11.31,32,16.0,15.56,84,42.0,43.84,0.52,0.51,0.5,0.48,4.98,127.16
9,119,547,170266,37,18.5,12.02,28,14.0,9.9,90,45.0,46.67,0.55,0.54,0.53,0.7,12.86,124.22
10,134,531,61309,38,19.0,11.31,33,16.5,14.85,95,47.5,47.38,0.38,0.4,0.39,0.37,9.92,132.34
11,129,493,40441,35,17.5,7.78,26,13.0,8.49,96,48.0,49.5,0.37,0.36,0.58,0.64,8.52,128.51
12,141,558,65035,39,19.5,9.19,29,14.5,10.61,102,51.0,48.08,0.48,0.5,0.42,0.41,15.77,143.78
13,122,576,80243,38,19.0,7.07,33,16.5,14.85,91,45.5,41.72,0.47,0.46,0.52,0.61,17.92,129.58
14,115,358,31739,33,16.5,10.61,24,12.0,9.9,82,41.0,45.25,0.48,0.48,0.43,0.55,11.6,121.67
15,111,480,145067,41,20.5,7.78,35,17.5,14.85,83,41.5,30.41,0.55,0.52,0.41,0.34,3.76,124.64
16,118,664,205837,29,14.5,3.54,28,14.0,14.14,78,39.0,25.46,0.5,0.5,0.45,0.32,5.28,125.73
17,136,748,189046,41,20.5,7.78,30,15.0,8.49,107,53.5,47.38,0.44,0.49,0.42,0.35,25.97,131.64
18,154,2337,1894192,38,19.0,8.49,28,14.0,15.56,97,48.5,27.58,0.5,0.5,0.42,0.3,6.08,118.9
19,205,2049,600219,47,23.5,7.78,24,12.0,12.73,130,65.0,9.9,0.5,0.5,0.5,0.38,14.78,125.24
