id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,606,3791,1144299,139,8.69,6.68,115,7.19,3.95,485,30.31,41.75,0.71,0.69,0.42,0.51,22.34,168.19
1,626,266841,393933845,128,8.53,5.82,96,6.4,4.61,500,33.33,40.33,0.65,0.65,0.48,0.58,31.83,163.73
2,551,3697,773284,138,8.12,7.65,105,6.18,2.83,451,26.53,35.59,0.69,0.68,0.48,0.5,38.29,149.35
3,501,9279,9313882,112,8.0,6.1,83,5.93,2.97,394,28.14,33.34,0.6,0.6,0.43,0.46,23.74,155.71
4,622,4040,1142059,154,9.06,6.05,119,7.0,3.41,498,29.29,39.3,0.68,0.69,0.46,0.53,21.23,175.65
5,635,3983,1022709,147,10.5,7.24,136,9.71,10.52,500,35.71,38.31,0.64,0.64,0.47,0.51,30.79,168.3
6,555,3907,816425,137,8.56,8.37,116,7.25,5.36,443,27.69,34.96,0.68,0.69,0.49,0.54,40.82,152.43
7,544,4000,1059274,126,8.4,5.41,100,6.67,2.85,428,28.53,35.68,0.69,0.68,0.49,0.56,25.65,153.54
8,554,8517,6528850,140,9.33,7.04,104,6.93,3.63,439,29.27,33.96,0.68,0.68,0.52,0.56,34.75,154.81
9,660,4340,1285663,134,8.38,6.26,103,6.44,3.35,493,30.81,38.63,0.61,0.6,0.45,0.48,26.21,163.8
10,612,4096,1350498,139,9.27,6.55,103,6.87,2.23,488,32.53,40.24,0.66,0.68,0.47,0.52,20.92,166.23
11,598,5234,2047422,142,9.47,6.62,106,7.07,3.39,487,32.47,38.15,0.65,0.66,0.49,0.45,28.66,155.3
12,534,3854,848600,130,9.29,7.05,91,6.5,2.44,420,30.0,35.47,0.66,0.65,0.47,0.55,35.63,165.09
13,555,4816,1673361,151,10.07,7.81,121,8.07,5.3,441,29.4,33.38,0.68,0.69,0.45,0.51,27.33,160.65
14,625,6046,2704554,130,8.67,6.64,104,6.93,3.63,478,31.87,36.5,0.69,0.69,0.51,0.59,28.73,152.51
15,675,11831,6662234,149,10.64,8.34,96,6.86,3.66,518,37.0,40.93,0.67,0.67,0.52,0.51,25.77,170.12
16,810,12857,8441843,169,10.56,9.92,107,6.69,4.06,577,36.06,47.07,0.7,0.69,0.41,0.45,34.23,144.06
17,849,32704,28508943,170,10.62,11.51,106,6.62,3.76,591,36.94,53.4,0.66,0.67,0.51,0.57,27.97,166.02
18,956,26314,21867033,178,9.89,11.27,108,6.0,4.74,636,35.33,57.7,0.72,0.72,0.47,0.54,35.64,154.93
19,973,62712,40564514,190,10.0,11.98,104,5.47,3.44,644,33.89,52.67,0.73,0.73,0.5,0.54,28.8,150.07
20,1372,96035,97119861,219,18.25,21.48,94,7.83,4.76,852,71.0,99.84,0.61,0.61,0.49,0.53,35.63,155.35
21,1916,59355,41955588,209,13.06,17.32,109,6.81,3.92,976,61.0,109.56,0.71,0.71,0.45,0.5,35.09,150.64
22,3727,184901,106057797,243,18.69,30.78,126,9.69,9.01,1448,111.38,248.17,0.67,0.66,0.53,0.48,34.8,153.79
23,5127,1044487,605998024,314,17.44,35.09,145,8.06,9.63,1892,105.11,298.14,0.72,0.73,0.49,0.52,45.04,152.6
24,3594,156318,120475601,273,19.5,32.91,144,10.29,10.98,1684,120.29,285.5,0.66,0.64,0.52,0.55,36.61,148.77
25,3247,839093,863865186,281,20.07,32.69,135,9.64,9.15,1543,110.21,248.32,0.65,0.65,0.55,0.59,25.6,149.33
26,3615,1966971,2140228673,277,15.39,28.35,130,7.22,7.26,1644,91.33,221.28,0.7,0.68,0.5,0.55,28.14,169.19
27,3340,1050680,1097269268,227,16.21,26.75,89,6.36,5.42,1507,107.64,234.31,0.6,0.6,0.46,0.5,30.24,150.47
28,3544,161514,120629783,283,16.65,30.54,114,6.71,7.43,1614,94.94,235.03,0.66,0.66,0.44,0.48,23.04,164.61
29,3914,434479,396526428,285,19.0,35.31,104,6.93,8.89,1794,119.6,286.65,0.64,0.63,0.44,0.49,31.13,148.86
30,3244,196739,139447024,247,19.0,35.73,98,7.54,7.82,1589,122.23,274.89,0.6,0.59,0.54,0.55,34.8,149.38
31,3177,156328,80665636,283,14.15,28.18,121,6.05,5.93,1519,75.95,204.14,0.8,0.79,0.51,0.58,35.04,167.97
32,3401,200115,163786400,272,19.43,35.66,95,6.79,7.2,1634,116.71,271.91,0.68,0.67,0.47,0.47,30.73,165.78
33,3881,358280,306382634,264,16.5,31.3,101,6.31,6.93,1722,107.62,272.91,0.71,0.71,0.49,0.56,27.77,147.91
34,3761,211683,140191698,266,17.73,36.02,113,7.53,8.53,1698,113.2,270.8,0.69,0.69,0.53,0.59,34.8,152.83
35,3037,295931,289009664,260,16.25,29.95,122,7.62,9.65,1467,91.69,227.86,0.72,0.72,0.47,0.55,24.06,171.42
36,2946,142302,77934002,265,17.67,32.4,106,7.07,6.97,1446,96.4,228.35,0.68,0.68,0.49,0.58,29.31,156.15
37,3182,256416,206462662,271,18.07,34.99,111,7.4,9.8,1543,102.87,247.56,0.75,0.75,0.51,0.55,33.97,163.36
38,3436,327410,190482638,300,16.67,31.25,138,7.67,8.1,1652,91.78,239.74,0.68,0.69,0.48,0.52,38.64,148.88
39,3235,205096,169310901,271,16.94,33.57,109,6.81,8.03,1576,98.5,246.3,0.66,0.67,0.53,0.59,27.75,153.24
40,3506,290810,205549788,281,16.53,33.97,103,6.06,8.07,1703,100.18,262.02,0.67,0.67,0.54,0.6,50.57,157.44
41,3768,228689,145818420,294,17.29,36.93,119,7.0,9.72,1697,99.82,259.11,0.66,0.68,0.49,0.54,32.52,151.0
42,3821,444982,324114146,285,17.81,35.43,103,6.44,6.88,1712,107.0,275.08,0.63,0.64,0.58,0.6,31.84,167.98
43,4462,355222,238313770,298,17.53,36.26,121,7.12,9.88,1839,108.18,287.36,0.71,0.71,0.51,0.57,35.06,138.83
44,4473,284714,225258043,310,19.38,39.19,145,9.06,12.69,1910,119.38,315.89,0.68,0.67,0.49,0.54,36.92,145.22
45,4139,557893,432878902,338,19.88,45.9,205,12.06,23.2,1856,109.18,298.99,0.72,0.72,0.55,0.61,35.05,146.68
46,3965,268016,234794652,321,17.83,39.41,156,8.67,10.59,1817,100.94,279.85,0.71,0.7,0.54,0.59,33.23,153.56
47,3447,494702,430989100,254,16.93,33.42,106,7.07,9.24,1625,108.33,261.49,0.63,0.59,0.54,0.6,37.91,159.3
48,3817,656846,561306938,276,18.4,36.79,116,7.73,9.6,1741,116.07,293.41,0.6,0.6,0.43,0.47,32.5,138.57
49,3897,240079,203484920,325,20.31,38.87,134,8.38,9.69,1828,114.25,293.64,0.73,0.73,0.42,0.45,26.7,154.39
50,3564,174352,132487709,280,16.47,35.05,106,6.24,8.65,1732,101.88,275.46,0.7,0.7,0.5,0.53,34.3,144.39
51,3826,235346,200502107,314,17.44,37.32,119,6.61,6.91,1873,104.06,276.45,0.72,0.73,0.44,0.49,20.35,147.72
52,3359,165864,95173822,272,17.0,34.35,112,7.0,10.42,1609,100.56,248.14,0.67,0.67,0.57,0.61,32.47,150.81
53,3598,288530,276134609,294,18.38,39.52,114,7.12,9.72,1700,106.25,269.56,0.71,0.71,0.46,0.5,21.29,167.02
54,3546,376479,403133378,307,18.06,37.48,135,7.94,11.45,1698,99.88,256.81,0.7,0.69,0.4,0.41,37.86,164.4
