id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,53,835,384788,25,8.33,3.06,34,11.33,2.08,34,11.33,2.08,0.63,0.63,0.44,0.4,23.41,115.06
1,31,271,149860,12,4.0,2.65,15,5.0,4.36,14,4.67,2.89,0.57,0.48,0.31,0.28,3.72,94.88
2,33,440,120171,15,5.0,2.65,20,6.67,5.03,19,6.33,4.04,0.55,0.52,0.6,0.5,20.33,102.71
3,47,550,230489,22,5.5,2.89,24,6.0,3.56,27,6.75,4.11,0.53,0.52,0.72,0.68,11.79,134.39
4,40,498,224179,11,5.5,3.54,16,8.0,7.07,25,12.5,12.02,0.54,0.54,0.32,0.17,17.67,93.07
5,47,417,169969,23,7.67,1.53,23,7.67,3.06,30,10.0,1.73,0.56,0.46,0.3,0.21,7.55,98.13
6,44,428,245504,14,4.67,2.31,17,5.67,4.73,25,8.33,6.03,0.62,0.53,0.43,0.34,12.74,63.42
7,42,344,174138,18,6.0,2.0,21,7.0,2.65,25,8.33,3.51,0.61,0.52,0.36,0.31,4.12,116.02
8,46,627,214072,15,5.0,0.0,20,6.67,4.04,31,10.33,3.79,0.55,0.49,0.38,0.27,19.26,76.2
9,38,547,167556,13,4.33,0.58,18,6.0,5.29,26,8.67,4.04,0.37,0.36,0.53,0.54,15.82,131.02
10,52,572,305441,15,5.0,2.65,22,7.33,5.86,31,10.33,3.21,0.5,0.46,0.39,0.36,16.49,81.38
11,57,424,213312,24,6.0,2.16,23,5.75,0.96,33,8.25,3.95,0.6,0.56,0.26,0.28,4.24,88.18
12,50,566,307683,23,7.67,2.08,22,7.33,3.21,32,10.67,2.08,0.51,0.44,0.31,0.2,4.26,93.72
13,45,275,146047,22,7.33,3.79,23,7.67,4.16,34,11.33,7.37,0.75,0.79,0.36,0.48,6.21,115.79
14,42,348,224031,16,5.33,2.08,16,5.33,2.89,24,8.0,1.0,0.58,0.54,0.26,0.21,9.29,91.91
15,74,617,313222,43,10.75,8.66,25,6.25,2.87,58,14.5,13.3,0.6,0.58,0.41,0.34,11.16,102.78
16,30,696,595707,16,5.33,1.53,17,5.67,3.79,19,6.33,2.08,0.74,0.72,0.36,0.44,4.76,113.32
17,38,369,151519,21,7.0,3.61,21,7.0,3.61,25,8.33,3.51,0.63,0.67,0.46,0.58,22.43,71.08
18,35,310,188889,17,5.67,3.21,17,5.67,3.51,20,6.67,4.16,0.6,0.51,0.39,0.36,4.38,70.17
19,35,323,139215,16,8.0,1.41,13,6.5,2.12,21,10.5,2.12,0.7,0.72,0.52,0.38,19.92,69.0
21,41,310,132927,18,9.0,4.24,21,10.5,9.19,27,13.5,2.12,0.57,0.54,0.4,0.36,11.09,94.08
22,24,1198,944524,7,3.5,3.54,10,5.0,5.66,13,6.5,3.54,0.5,0.5,0.84,0.87,22.98,138.12
23,33,427,144772,11,5.5,2.12,13,6.5,2.12,23,11.5,4.95,0.49,0.5,0.24,0.18,14.66,60.54
24,34,255,112785,9,3.0,1.73,13,4.33,3.21,22,7.33,7.09,0.69,0.7,0.61,0.58,6.95,87.53
25,28,240,84297,13,6.5,3.54,18,9.0,7.07,19,9.5,7.78,0.76,0.81,0.32,0.26,16.3,111.98
26,25,173,76052,13,6.5,3.54,16,8.0,5.66,15,7.5,4.95,0.92,0.97,0.18,0.09,7.64,131.85
27,29,98,19620,17,5.67,1.15,14,4.67,2.08,21,7.0,3.46,0.51,0.47,0.58,0.52,4.9,114.22
28,29,183,76781,16,5.33,3.06,19,6.33,4.51,19,6.33,4.51,0.91,0.96,0.51,0.57,9.74,120.36
29,23,154,23580,11,5.5,0.71,14,7.0,5.66,15,7.5,3.54,0.58,0.55,0.46,0.48,17.73,78.73
30,27,152,35605,16,5.33,3.21,15,5.0,4.36,22,7.33,3.51,0.41,0.38,0.51,0.53,11.29,120.4
